user_id,event_timestamp,months_active,monthly_fee,paperless_billing,watch_hours_30d,avg_session_mins_7d,failed_payments_90d,churn_label
3679-XASPY,2024-01-31,1,19.45,False,18.417861962007,29.141044640845102,1,False
7123-WQUHX,2024-01-31,38,95.0,False,35.0702639785611,29.141044640845102,0,False
5386-THSLQ,2024-01-31,66,45.550000000000004,False,38.0562831324302,29.141044640845102,0,False
3192-NQECA,2024-01-31,68,110.0,True,32.3413840929396,29.141044640845102,1,False
6180-YBIQI,2024-01-31,5,24.3,False,20.5252820677805,29.141044640845102,0,False
6728-DKUCO,2024-01-31,72,104.15,True,36.6495197303235,29.141044640845102,0,False
9750-BOOHV,2024-01-31,32,30.150000000000002,False,26.9875664570618,29.141044640845102,0,False
8597-CWYHH,2024-01-31,43,94.35000000000001,False,33.2704696704712,29.141044640845102,0,False
2848-YXSMW,2024-01-31,72,19.400000000000002,False,21.8803483487339,29.141044640845102,0,False
0486-HECZI,2024-01-31,55,96.75,True,38.0248147756027,29.141044640845102,0,False
4549-ZDQYY,2024-01-31,52,57.95,False,31.2920381851695,29.141044640845102,0,False
5712-AHQNN,2024-01-31,43,91.65,True,28.5791208396316,29.141044640845102,0,True
4846-WHAFZ,2024-01-31,37,76.5,True,31.0790934069208,29.141044640845102,0,False
5256-SKJGO,2024-01-31,64,54.6,True,28.3664342433074,29.141044640845102,0,False
3071-VBYPO,2024-01-31,3,89.85000000000001,False,28.205076889754398,29.141044640845102,0,False
9560-BBZXK,2024-01-31,36,31.05,False,25.9566955033718,29.141044640845102,0,False
5299-RULOA,2024-01-31,10,100.25,True,30.7477176141173,29.141044640845102,0,False
8402-OOOHJ,2024-01-31,41,20.650000000000002,False,27.9578335395852,29.141044640845102,1,True
9445-ZUEQE,2024-01-31,27,85.2,True,33.7437295630254,29.141044640845102,0,True
1091-SOZGA,2024-01-31,56,99.8,True,35.4165324288453,29.141044640845102,0,False
2928-HLDBA,2024-01-31,6,20.7,False,20.1498582357186,29.141044640845102,0,False
0404-SWRVG,2024-01-31,3,74.4,True,30.5669508806115,29.141044640845102,0,False
6497-TILVL,2024-01-31,7,50.7,False,17.6162685354647,29.141044640845102,1,True
7219-TLZHO,2024-01-31,4,20.85,False,17.4704626473847,29.141044640845102,0,False
4622-YNKIJ,2024-01-31,33,88.95,True,35.1566989959438,29.141044640845102,1,False
4412-YLTKF,2024-01-31,27,78.05,True,21.0646647908893,29.141044640845102,0,False
6734-PSBAW,2024-01-31,72,23.55,True,27.7655426074058,29.141044640845102,0,True
3930-ZGWVE,2024-01-31,1,19.75,False,14.2320176231305,29.141044640845102,0,True
2639-UGMAZ,2024-01-31,71,56.45,True,32.2511925133213,29.141044640845102,0,False
2876-GZYZC,2024-01-31,13,85.95,True,28.6650148356034,29.141044640845102,1,True
6207-WIOLX,2024-01-31,25,58.6,True,32.6849554217123,29.141044640845102,0,True
8587-XYZSF,2024-01-31,67,50.550000000000004,False,28.237256037924,29.141044640845102,0,False
3091-FYHKI,2024-01-31,1,35.45,True,17.6333252985426,29.141044640845102,1,True
2372-HWUHI,2024-01-31,2,44.35,False,32.8982437477923,29.141044640845102,0,False
7799-LGRDP,2024-01-31,43,25.7,True,31.0635357776131,29.141044640845102,0,False
7850-VWJUU,2024-01-31,23,75.0,True,30.920975469999,29.141044640845102,0,False
3774-VBNXY,2024-01-31,64,20.2,False,21.6604186391384,29.141044640845102,0,False
6217-KDYWC,2024-01-31,57,19.6,True,22.1406651701468,29.141044640845102,0,False
0390-DCFDQ,2024-01-31,1,70.45,True,25.6917383861063,29.141044640845102,0,False
3146-MSEGF,2024-01-31,72,88.05,True,38.7004337987846,29.141044640845102,0,False
4080-OGPJL,2024-01-31,8,71.15,False,27.9580403413491,29.141044640845102,0,True
1095-WGNGG,2024-01-31,61,101.05,True,34.9015479365416,29.141044640845102,0,False
2636-SJDOU,2024-01-31,64,84.3,True,28.6785179839848,29.141044640845102,1,False
1131-QQZEB,2024-01-31,71,23.95,False,20.462134501399,29.141044640845102,0,False
5716-EZXZN,2024-01-31,65,99.05,True,28.4688742417441,29.141044640845102,1,True
6837-BJYDQ,2024-01-31,3,19.6,False,29.225346568572,29.141044640845102,0,False
2135-RXIHG,2024-01-31,1,45.65,True,26.0770621339699,29.141044640845102,0,True
6440-DKQGE,2024-01-31,30,64.5,False,34.504608093644,29.141044640845102,0,False
3466-BYAVD,2024-01-31,15,69.5,True,30.4916229845663,29.141044640845102,0,False
3780-YVMFA,2024-01-31,8,68.55,True,26.8104823614855,29.141044640845102,0,False
3874-EQOEP,2024-01-31,7,95.0,False,32.6165736999887,29.141044640845102,0,False
1679-JRFBR,2024-01-31,70,108.15,True,33.4213447474855,29.141044640845102,0,False
9073-ZZIAY,2024-01-31,62,86.10000000000001,False,32.9547954959246,29.141044640845102,0,True
3077-RSNTJ,2024-01-31,6,19.7,False,21.078665801615198,29.141044640845102,0,False
6551-GNYDG,2024-01-31,14,80.9,True,30.635391420291,29.141044640845102,0,False
9167-APMXZ,2024-01-31,22,84.15,True,25.7296265793204,29.141044640845102,0,False
2749-CTKAJ,2024-01-31,22,20.150000000000002,False,18.9882703618944,29.141044640845102,0,False
6371-NZYEG,2024-01-31,16,64.25,False,37.9077877440021,29.141044640845102,0,False
7554-NEWDD,2024-01-31,10,25.7,False,20.4988339187414,29.141044640845102,0,True
8992-VONJD,2024-01-31,13,56.0,True,23.1295310618825,29.141044640845102,1,True
6614-FHDBO,2024-01-31,72,109.2,False,40.0959863172198,29.141044640845102,1,True
0867-MKZVY,2024-01-31,20,82.4,False,34.0466316628752,29.141044640845102,0,False
4482-EWFMI,2024-01-31,2,69.7,True,37.4913609977827,29.141044640845102,0,False
4648-YPBTM,2024-01-31,53,73.9,True,23.814878487594,29.141044640845102,0,False
2907-ILJBN,2024-01-31,11,20.6,False,22.0473907587436,29.141044640845102,0,False
6345-FZOQH,2024-01-31,69,19.900000000000002,False,19.8247372303255,29.141044640845102,1,False
3376-BMGFE,2024-01-31,4,70.9,True,21.829902628363,29.141044640845102,0,False
5997-OPVFA,2024-01-31,72,89.05,True,37.032133546292,29.141044640845102,0,False
3445-HXXGF,2024-01-31,58,45.300000000000004,True,26.6777804072258,29.141044640845102,0,True
1159-WFSGR,2024-01-31,16,20.400000000000002,False,23.417209221463,29.141044640845102,0,True
7654-YWJUF,2024-01-31,43,84.25,True,28.8759426377721,29.141044640845102,1,True
1875-QIVME,2024-01-31,2,104.4,True,37.9339208149846,29.141044640845102,0,True
6727-IOTLZ,2024-01-31,14,81.95,False,29.5960132525634,29.141044640845102,1,False
0691-JVSYA,2024-01-31,53,94.85000000000001,True,33.5129839575162,29.141044640845102,0,False
5918-VUKWP,2024-01-31,32,20.55,False,17.5411960390924,29.141044640845102,0,True
1744-JHKYS,2024-01-31,34,24.7,False,17.624486198959,29.141044640845102,0,True
2656-FMOKZ,2024-01-31,15,74.45,True,37.8451592765001,29.141044640845102,0,False
2070-FNEXE,2024-01-31,7,76.45,False,28.9319764773076,29.141044640845102,1,True
5947-SGKCL,2024-01-31,15,105.35000000000001,True,37.260901781779,29.141044640845102,0,False
3712-PKXZA,2024-01-31,61,20.55,True,22.9135478261631,29.141044640845102,0,False
6317-YPKDH,2024-01-31,1,29.95,False,22.2867739861891,29.141044640845102,0,False
6582-OIVSP,2024-01-31,1,45.300000000000004,False,24.2551951483139,29.141044640845102,1,False
9367-WXLCH,2024-01-31,8,84.5,False,35.8254129572279,29.141044640845102,1,False
5524-KHNJP,2024-01-31,33,74.75,False,29.7031619773304,29.141044640845102,0,False
1918-ZBFQJ,2024-01-31,13,79.25,True,31.1302817591435,29.141044640845102,0,False
1024-GUALD,2024-01-31,1,24.8,True,23.8311077859724,29.141044640845102,0,True
4827-USJHP,2024-01-31,20,51.800000000000004,True,33.65254160126,29.141044640845102,0,False
8167-GJLRN,2024-01-31,3,30.400000000000002,False,27.9625548731657,29.141044640845102,0,False
0956-SYCWG,2024-01-31,13,19.650000000000002,False,24.86050133864,29.141044640845102,0,False
8017-UVSZU,2024-01-31,40,56.6,False,25.6721430332338,29.141044640845102,1,True
7100-FQPRV,2024-01-31,43,71.9,True,23.8751563999677,29.141044640845102,0,False
2472-OVKUP,2024-01-31,6,91.0,True,38.3976496586765,29.141044640845102,0,True
2984-RGEYA,2024-01-31,69,19.75,False,27.7947356711044,29.141044640845102,0,False
9680-NIAUV,2024-01-31,72,109.7,False,35.7514580043833,29.141044640845102,0,False
2146-EGVDT,2024-01-31,59,19.3,False,25.6044192080176,29.141044640845102,0,False
2604-IJPDU,2024-01-31,20,96.55,True,38.389715269427,29.141044640845102,0,False
9178-JHUVJ,2024-01-31,24,24.1,True,27.7709222633249,29.141044640845102,0,False
6168-YBYNP,2024-01-31,59,111.35000000000001,True,41.3094173662324,29.141044640845102,0,False
7255-SSFBC,2024-01-31,72,112.25,True,34.5594117466943,29.141044640845102,0,False
3645-DEYGF,2024-01-31,1,20.75,False,30.6873649133236,29.141044640845102,0,True
9323-HGFWY,2024-01-31,27,101.9,True,29.0520347085715,29.141044640845102,1,True
8544-GOQSH,2024-01-31,14,80.05,True,36.3161153849682,29.141044640845102,0,False
3363-DTIVD,2024-01-31,71,105.55,False,38.3021603951538,29.141044640845102,0,False
7018-WBJNK,2024-01-31,13,78.3,True,36.1130955676225,29.141044640845102,0,False
9142-KZXOP,2024-01-31,44,68.85000000000001,False,39.7225415354837,29.141044640845102,0,False
7674-YTAFD,2024-01-31,33,79.95,True,39.4147273668932,29.141044640845102,0,False
6348-SNFUS,2024-01-31,72,55.45,True,22.5916154640534,29.141044640845102,0,True
1285-OKIPP,2024-01-31,1,79.9,False,23.5416420986607,29.141044640845102,1,True
7825-ECJRF,2024-01-31,19,106.60000000000001,True,40.074445295269,29.141044640845102,1,False
1347-KTTTA,2024-01-31,64,102.45,True,30.2924379206204,29.141044640845102,0,False
7841-TZDMQ,2024-01-31,2,46.0,True,26.8379730567624,29.141044640845102,1,False
4195-NZGTA,2024-01-31,1,25.25,False,27.986137385026,29.141044640845102,0,True
7157-SMCFK,2024-01-31,61,19.75,False,14.7435132440721,29.141044640845102,0,False
4709-LKHYG,2024-01-31,29,20.0,False,12.450097728452599,29.141044640845102,0,False
2504-DSHIH,2024-01-31,23,86.8,False,34.3164951016861,29.141044640845102,0,False
0699-NDKJM,2024-01-31,57,58.75,True,29.0344294480665,29.141044640845102,0,False
9286-BHDQG,2024-01-31,72,45.25,False,25.5584846430904,29.141044640845102,0,True
0230-WEQUW,2024-01-31,66,56.6,True,28.6826738188511,29.141044640845102,1,False
2040-LDIWQ,2024-01-31,65,84.2,True,28.3274219631636,29.141044640845102,0,True
6496-JDSSB,2024-01-31,8,80.0,True,24.4325279636395,29.141044640845102,1,True
9408-SSNVZ,2024-01-31,4,70.15,True,29.6892257455984,29.141044640845102,0,True
4443-EMBNA,2024-01-31,71,24.75,False,18.853956544753,29.141044640845102,0,False
6469-MRVET,2024-01-31,1,20.2,True,14.8125933879445,29.141044640845102,1,False
0742-MOABM,2024-01-31,4,50.050000000000004,False,30.0359053569664,29.141044640845102,0,False
5961-VUSRV,2024-01-31,12,19.35,True,22.5955068578891,29.141044640845102,0,False
6778-JFCMK,2024-01-31,24,50.6,True,29.6226426831641,29.141044640845102,0,True
6341-JVQGF,2024-01-31,31,81.15,True,27.2260252928703,29.141044640845102,0,True
2232-DMLXU,2024-01-31,1,55.2,False,24.9897060408167,29.141044640845102,0,False
4811-JBUVU,2024-01-31,30,89.9,True,28.4897848638992,29.141044640845102,0,False
0945-TSONX,2024-01-31,47,85.3,True,28.3617906647098,29.141044640845102,0,False
2651-ZCBXV,2024-01-31,54,108.0,True,37.177039588747,29.141044640845102,0,False
3316-UWXUY,2024-01-31,50,93.5,True,30.1101269183253,29.141044640845102,0,False
8937-RDTHP,2024-01-31,1,84.60000000000001,True,34.4703314441014,29.141044640845102,0,False
7083-MIOPC,2024-01-31,72,20.25,False,24.7362796270911,29.141044640845102,1,False
1984-GPTEH,2024-01-31,29,25.150000000000002,False,33.8983049344005,29.141044640845102,0,True
1251-KRREG,2024-01-31,2,54.4,True,21.196054770666,29.141044640845102,0,False
0621-JFHOL,2024-01-31,10,29.6,True,28.8795118891752,29.141044640845102,0,False
9903-LYSAB,2024-01-31,18,73.15,True,30.525060190557898,29.141044640845102,0,True
0094-OIFMO,2024-01-31,11,95.0,True,34.179851349345,29.141044640845102,0,False
9227-UAQFT,2024-01-31,16,19.75,False,15.7131808904669,29.141044640845102,0,False
7301-ABVAD,2024-01-31,72,86.60000000000001,False,30.6890309363767,29.141044640845102,0,False
7576-ASEJU,2024-01-31,41,74.7,True,30.7926081399135,29.141044640845102,0,False
9058-HRZSV,2024-01-31,65,94.4,False,34.5652718520563,29.141044640845102,0,False
4522-AKYLR,2024-01-31,13,54.800000000000004,True,26.7664165969973,29.141044640845102,0,False
0221-WMXNQ,2024-01-31,4,75.35000000000001,False,37.0753487349314,29.141044640845102,0,False
0303-UNCIP,2024-01-31,41,65.0,False,29.6426371647825,29.141044640845102,1,True
9947-OTFQU,2024-01-31,15,74.4,True,20.1579216375897,29.141044640845102,0,False
0322-YINQP,2024-01-31,1,48.550000000000004,True,23.8221372476275,29.141044640845102,0,True
0959-WHOKV,2024-01-31,42,99.0,True,25.0060169645988,29.141044640845102,0,False
4075-JFPGR,2024-01-31,51,93.5,True,17.7678079225173,29.141044640845102,0,False
4629-NRXKX,2024-01-31,2,70.4,False,27.9094232511384,29.141044640845102,0,False
9514-JDSKI,2024-01-31,1,40.2,False,32.6977992505136,29.141044640845102,0,False
3282-ZISZV,2024-01-31,32,83.7,False,32.790599530653,29.141044640845102,0,False
3675-YDUPJ,2024-01-31,10,19.85,True,17.1147714629751,29.141044640845102,0,False
4111-BNXIF,2024-01-31,67,59.550000000000004,True,24.2290006589879,29.141044640845102,0,False
7017-VFHAY,2024-01-31,61,115.10000000000001,False,42.91806615125,29.141044640845102,1,False
6655-LHBYW,2024-01-31,50,114.35000000000001,False,37.9406331169923,29.141044640845102,0,False
4959-JOSRX,2024-01-31,2,44.6,True,26.9299962078103,29.141044640845102,1,True
5046-NUHWD,2024-01-31,29,45.0,True,26.4826910558097,29.141044640845102,0,False
7273-TEFQD,2024-01-31,3,41.15,True,26.3645013077767,29.141044640845102,0,False
3606-TWKGI,2024-01-31,13,106.9,True,40.062028234719,29.141044640845102,0,False
7529-ZDFXI,2024-01-31,57,89.85000000000001,True,36.2403364867804,29.141044640845102,1,False
7605-BDWDC,2024-01-31,31,49.85,True,28.5560235001225,29.141044640845102,0,False
1950-KSVVJ,2024-01-31,45,113.3,False,31.7806582120499,29.141044640845102,0,False
0123-CRBRT,2024-01-31,61,88.10000000000001,False,35.7705438245486,29.141044640845102,0,False
6292-TOSSS,2024-01-31,50,24.900000000000002,False,20.3137646100375,29.141044640845102,0,False
3197-ARFOY,2024-01-31,19,105.0,True,41.2192283795024,29.141044640845102,0,False
6323-AYBRX,2024-01-31,59,19.35,False,16.5472458913794,29.141044640845102,0,False
7014-ZZXAW,2024-01-31,71,24.25,True,22.9493951186221,29.141044640845102,0,False
4385-GZQXV,2024-01-31,16,94.45,True,34.1307085685436,29.141044640845102,0,False
7633-MVPUY,2024-01-31,57,59.75,True,22.3392722467793,29.141044640845102,0,True
6366-ZGQGL,2024-01-31,1,24.8,False,32.3298582192824,29.141044640845102,0,False
4716-HHKQH,2024-01-31,20,107.05,False,43.3595338362978,29.141044640845102,0,False
5940-AHUHD,2024-01-31,1,70.60000000000001,False,28.2720811919546,29.141044640845102,0,False
6432-TWQLB,2024-01-31,5,85.4,True,36.6686058278226,29.141044640845102,1,False
4484-GLZOU,2024-01-31,52,105.05,True,37.6508803483511,29.141044640845102,0,True
3179-GBRWV,2024-01-31,21,64.95,True,16.6747026832737,29.141044640845102,0,True
8645-KWHJO,2024-01-31,14,55.0,True,29.501990081388,29.141044640845102,0,False
4130-MZLCC,2024-01-31,5,50.550000000000004,False,27.2757796008338,29.141044640845102,0,False
0314-TKOSI,2024-01-31,6,55.15,False,28.6885867673727,29.141044640845102,1,False
8229-MYEJZ,2024-01-31,10,51.2,False,22.2956254008641,29.141044640845102,1,False
2080-SRCDE,2024-01-31,1,25.400000000000002,False,22.463264768898,29.141044640845102,0,False
9577-WJVCQ,2024-01-31,68,54.45,False,27.2762061830885,29.141044640845102,1,False
9512-UIBFX,2024-01-31,18,95.15,False,40.2129710860616,29.141044640845102,0,False
6202-DYYFX,2024-01-31,22,76.0,True,33.0721353019551,29.141044640845102,0,False
3808-HFKDE,2024-01-31,20,44.35,True,26.6247248489867,29.141044640845102,0,False
5583-SXDAG,2024-01-31,1,70.0,False,38.1448499895547,29.141044640845102,0,False
3488-PGMQJ,2024-01-31,8,74.5,True,28.3987603511818,29.141044640845102,0,True
3580-REOAC,2024-01-31,10,44.85,True,24.7803484756231,29.141044640845102,0,False
7534-BFESC,2024-01-31,24,76.10000000000001,True,22.3312249433047,29.141044640845102,0,True
3727-OWVYD,2024-01-31,35,61.2,False,37.0255292314181,29.141044640845102,0,False
2294-SALNE,2024-01-31,23,86.8,False,37.8416618409721,29.141044640845102,0,False
4847-TAJYI,2024-01-31,6,89.35000000000001,True,37.9867402225585,29.141044640845102,0,False
1563-IWQEX,2024-01-31,12,19.7,False,26.2994922322347,29.141044640845102,1,False
8203-XJZRC,2024-01-31,1,20.25,False,23.5882429383183,29.141044640845102,0,True
6556-DBKZF,2024-01-31,71,76.05,False,32.4849446959116,29.141044640845102,0,True
6851-WEFYX,2024-01-31,35,100.8,True,33.8599670486635,29.141044640845102,0,False
2985-JUUBZ,2024-01-31,40,74.55,True,30.1644978713853,29.141044640845102,0,False
6390-DSAZX,2024-01-31,1,73.60000000000001,True,31.3115180585685,29.141044640845102,0,False
0895-LMRSF,2024-01-31,23,64.9,True,37.2941475578189,29.141044640845102,1,True
8098-LLAZX,2024-01-31,4,95.45,True,37.0959395090404,29.141044640845102,0,False
8266-VBFQL,2024-01-31,4,90.4,True,33.2676993712057,29.141044640845102,0,False
8181-YHCMF,2024-01-31,68,60.300000000000004,False,26.148039747783,29.141044640845102,0,False
2240-HSJQD,2024-01-31,38,81.85000000000001,True,29.1025075629417,29.141044640845102,0,False
1248-DYXUB,2024-01-31,52,24.8,False,31.7335250558624,29.141044640845102,0,False
0265-EDXBD,2024-01-31,32,74.9,True,33.7684365211355,29.141044640845102,0,False
4115-BNPJY,2024-01-31,29,75.55,False,31.6702527915533,29.141044640845102,0,False
3167-SNQPL,2024-01-31,38,101.15,False,33.4415907892364,29.141044640845102,0,False
4091-TVOCN,2024-01-31,48,78.75,True,26.2672329414974,29.141044640845102,0,False
1098-TDVUQ,2024-01-31,1,19.25,True,22.5531922126505,29.141044640845102,1,True
7277-OZCGZ,2024-01-31,22,89.05,True,37.725790172351,29.141044640845102,0,False
1557-EMYVT,2024-01-31,43,115.05,False,35.2948137658125,29.141044640845102,1,True
2799-ARNLO,2024-01-31,5,69.35000000000001,True,29.2662870849972,29.141044640845102,1,False
7563-BIUPC,2024-01-31,5,80.60000000000001,True,30.9848282428051,29.141044640845102,0,True
5027-YOCXN,2024-01-31,51,110.05,False,37.0554718399909,29.141044640845102,2,False
3973-SKMLN,2024-01-31,71,19.900000000000002,True,15.019945606272,29.141044640845102,0,True
2321-OMBXY,2024-01-31,38,80.3,False,30.8680082401745,29.141044640845102,1,True
2840-XANRC,2024-01-31,24,93.15,True,29.7005224092296,29.141044640845102,1,False
6745-JEFZB,2024-01-31,35,91.5,True,38.147925162813,29.141044640845102,0,True
5020-ZSTTY,2024-01-31,54,82.45,False,28.5145066171757,29.141044640845102,0,False
9880-TDQAC,2024-01-31,72,60.0,True,31.8852337365035,29.141044640845102,0,False
8705-WZCYL,2024-01-31,1,44.800000000000004,True,34.3421872636338,29.141044640845102,1,False
7102-JJVTX,2024-01-31,9,48.6,False,25.7220186935919,29.141044640845102,1,False
8626-PTQGE,2024-01-31,69,60.050000000000004,True,25.9996187393827,29.141044640845102,0,False
4983-CLMLV,2024-01-31,52,102.7,True,36.3621612956305,29.141044640845102,2,True
5701-YVSVF,2024-01-31,11,82.9,True,32.4248548619549,29.141044640845102,0,True
5804-LEPIM,2024-01-31,2,70.35000000000001,True,25.5844182633014,29.141044640845102,1,False
5697-GOMBF,2024-01-31,28,35.9,True,27.6895970785669,29.141044640845102,0,True
2739-CACDQ,2024-01-31,17,82.65,True,42.475080267377,29.141044640845102,0,True
9385-EHGDO,2024-01-31,35,19.85,True,21.6869400236714,29.141044640845102,0,True
9498-FIMXL,2024-01-31,8,19.2,True,21.8656190196767,29.141044640845102,0,False
2379-GYFLQ,2024-01-31,46,94.9,True,29.0103398821546,29.141044640845102,0,False
0122-OAHPZ,2024-01-31,7,73.85000000000001,True,32.6729422584327,29.141044640845102,0,False
2868-SNELZ,2024-01-31,2,80.60000000000001,False,25.8551188764619,29.141044640845102,0,True
4322-RCYMT,2024-01-31,68,75.8,True,25.8353448782426,29.141044640845102,0,False
6680-NENYN,2024-01-31,43,104.60000000000001,True,42.0883363592189,29.141044640845102,0,False
2088-IEBAU,2024-01-31,68,88.15,True,28.6952347030268,29.141044640845102,1,True
7982-VCELR,2024-01-31,36,94.8,True,39.6267878466567,29.141044640845102,0,False
1343-EHPYB,2024-01-31,63,103.4,True,43.131790018914,29.141044640845102,0,True
6035-BXTTY,2024-01-31,32,54.65,False,29.4941322873837,29.141044640845102,1,False
6885-PKOAM,2024-01-31,71,85.75,False,35.6294570142541,29.141044640845102,0,False
7520-HQWJU,2024-01-31,66,67.45,True,39.8787547184339,29.141044640845102,0,False
9639-BUJXT,2024-01-31,63,20.5,False,22.0913579896714,29.141044640845102,0,True
5924-SNGKP,2024-01-31,41,20.25,True,20.0724710152919,29.141044640845102,0,True
0021-IKXGC,2024-01-31,1,72.10000000000001,True,24.0488446760853,29.141044640845102,2,True
2034-GDRCN,2024-01-31,2,90.4,True,33.7685354017317,29.141044640845102,0,False
8966-SNIZF,2024-01-31,70,19.45,False,30.3132210545915,29.141044640845102,0,False
