user_id,watch_hours_30d,avg_session_mins_7d,unique_devices_30d,skips_7d,rebuffer_events_7d
6778-JFCMK,29.23301161771719,29.14104464084511,1,7,1
6341-JVQGF,28.737729141614196,29.14104464084511,1,7,4
2232-DMLXU,25.89696577360698,29.14104464084511,3,7,4
4811-JBUVU,27.19072758180199,29.14104464084511,1,11,1
0945-TSONX,27.550033649192212,29.14104464084511,1,3,2
2651-ZCBXV,34.80130555982818,29.14104464084511,3,3,1
3316-UWXUY,28.974336485099197,29.14104464084511,1,4,1
8937-RDTHP,34.107295087594615,29.14104464084511,2,3,1
7083-MIOPC,25.136404005218207,29.14104464084511,1,7,2
1984-GPTEH,32.478897648075225,29.14104464084511,1,7,5
1251-KRREG,20.35617396210124,29.14104464084511,1,5,1
0621-JFHOL,26.44154187947673,29.14104464084511,2,7,2
9903-LYSAB,29.765597376279178,29.14104464084511,2,3,5
0094-OIFMO,32.40685932229526,29.14104464084511,2,7,1
9227-UAQFT,15.149341947875154,29.14104464084511,1,6,3
7301-ABVAD,29.267950091206774,29.14104464084511,1,6,3
6614-FHDBO,39.18068008830927,29.14104464084511,3,4,4
7576-ASEJU,28.553004729971846,29.14104464084511,3,6,2
9058-HRZSV,32.35270188322901,29.14104464084511,1,3,1
4522-AKYLR,27.940857722212424,29.14104464084511,3,3,4
0221-WMXNQ,34.901892525133995,29.14104464084511,1,5,4
0303-UNCIP,28.074435912995966,29.14104464084511,2,5,3
9947-OTFQU,20.86561397360578,29.14104464084511,1,4,3
0322-YINQP,25.42184176725165,29.14104464084511,2,5,1
0959-WHOKV,23.62701017543988,29.14104464084511,3,7,4
4075-JFPGR,17.216162462110645,29.14104464084511,1,10,2
4629-NRXKX,27.6372133391649,29.14104464084511,3,6,2
9514-JDSKI,33.73958152175164,29.14104464084511,3,4,5
3282-ZISZV,31.163998482457984,29.14104464084511,1,8,3
3675-YDUPJ,16.6465398053687,29.14104464084511,1,3,3
4111-BNXIF,24.309444025087814,29.14104464084511,1,4,4
7017-VFHAY,42.619484402553375,29.14104464084511,2,2,4
6655-LHBYW,36.75367246985437,29.14104464084511,1,2,2
4959-JOSRX,26.283280725846033,29.14104464084511,1,8,4
5046-NUHWD,24.860709006883823,29.14104464084511,3,6,5
7273-TEFQD,25.648831322086252,29.14104464084511,3,12,2
3606-TWKGI,38.940626975641166,29.14104464084511,3,3,3
7529-ZDFXI,35.767947204709394,29.14104464084511,3,2,0
7605-BDWDC,27.509164916794415,29.14104464084511,2,6,2
1950-KSVVJ,31.594619186373603,29.14104464084511,2,1,2
0123-CRBRT,36.141894814351794,29.14104464084511,2,1,1
6292-TOSSS,20.002209961109386,29.14104464084511,2,5,1
3197-ARFOY,40.829817643865155,29.14104464084511,2,7,2
6323-AYBRX,16.242688211756157,29.14104464084511,1,6,4
7014-ZZXAW,22.490465319361622,29.14104464084511,2,4,2
4385-GZQXV,32.709275788428506,29.14104464084511,1,6,1
7633-MVPUY,22.104594346125637,29.14104464084511,1,1,2
6366-ZGQGL,31.588903196896414,29.14104464084511,2,4,5
4716-HHKQH,45.21510722305607,29.14104464084511,3,4,1
5940-AHUHD,29.04110009451168,29.14104464084511,2,3,3
6432-TWQLB,36.35968736563772,29.14104464084511,3,5,1
4484-GLZOU,36.03596947034911,29.14104464084511,3,6,1
3179-GBRWV,15.784734712904642,29.14104464084511,3,3,5
8645-KWHJO,29.966182907386475,29.14104464084511,1,6,3
4130-MZLCC,26.94526470747918,29.14104464084511,1,5,3
0314-TKOSI,28.528054102694654,29.14104464084511,2,6,3
8229-MYEJZ,20.68281382349162,29.14104464084511,1,5,4
2080-SRCDE,22.638998358563192,29.14104464084511,3,4,1
9577-WJVCQ,27.10252794459446,29.14104464084511,3,4,4
9512-UIBFX,38.06910015417731,29.14104464084511,3,6,0
6202-DYYFX,31.94286262900958,29.14104464084511,3,4,3
3808-HFKDE,26.302872292125038,29.14104464084511,3,3,2
5583-SXDAG,37.44199313434554,29.14104464084511,3,2,2
3488-PGMQJ,27.581866159543452,29.14104464084511,2,7,2
3580-REOAC,24.207807245736216,29.14104464084511,3,6,7
7534-BFESC,21.715791539037745,29.14104464084511,1,6,1
3727-OWVYD,36.45447987933375,29.14104464084511,2,9,5
2294-SALNE,38.755339653464056,29.14104464084511,2,8,3
4847-TAJYI,34.30203579503654,29.14104464084511,3,3,3
1563-IWQEX,25.586631136839735,29.14104464084511,3,5,4
8203-XJZRC,23.241386615860815,29.14104464084511,3,8,5
6556-DBKZF,32.12370625355264,29.14104464084511,1,4,2
6851-WEFYX,32.80497724363649,29.14104464084511,2,5,3
2985-JUUBZ,27.97148899991182,29.14104464084511,2,8,3
6390-DSAZX,30.993388792740397,29.14104464084511,3,3,4
0895-LMRSF,38.480866219794585,29.14104464084511,1,7,2
8098-LLAZX,34.64701982209897,29.14104464084511,1,6,3
8266-VBFQL,33.4644725038257,29.14104464084511,1,2,1
8181-YHCMF,25.36737023505636,29.14104464084511,2,3,1
2240-HSJQD,28.46691664453457,29.14104464084511,1,5,2
1248-DYXUB,30.096489116624078,29.14104464084511,3,4,5
0265-EDXBD,32.75424592995377,29.14104464084511,2,6,2
4115-BNPJY,32.272029964354466,29.14104464084511,2,4,3
3167-SNQPL,33.35730651866435,29.14104464084511,2,4,6
4091-TVOCN,27.10697925666428,29.14104464084511,2,3,4
1098-TDVUQ,22.898760267764725,29.14104464084511,1,4,0
7277-OZCGZ,37.46822112640713,29.14104464084511,2,8,2
1557-EMYVT,36.43547282012218,29.14104464084511,1,5,0
2799-ARNLO,29.066392337656794,29.14104464084511,3,4,5
7563-BIUPC,31.134783821302907,29.14104464084511,3,5,1
5027-YOCXN,35.984675104673094,29.14104464084511,1,5,3
3973-SKMLN,14.74953213018242,29.14104464084511,1,5,2
2321-OMBXY,29.604805545635244,29.14104464084511,3,9,3
2840-XANRC,29.98824675580249,29.14104464084511,2,6,2
6745-JEFZB,36.036471506547045,29.14104464084511,2,5,4
5020-ZSTTY,28.613466505306732,29.14104464084511,3,3,3
9880-TDQAC,31.0651604558535,29.14104464084511,1,6,1
8705-WZCYL,34.862039128836365,29.14104464084511,3,5,2
7102-JJVTX,25.78699430465755,29.14104464084511,1,7,3
8626-PTQGE,26.89970954333918,29.14104464084511,3,6,3
4983-CLMLV,36.4320944854163,29.14104464084511,2,2,3
5701-YVSVF,30.24716245091456,29.14104464084511,1,3,3
5804-LEPIM,25.02134115865093,29.14104464084511,1,10,0
5697-GOMBF,26.162232928911568,29.14104464084511,3,4,5
2739-CACDQ,40.96515932486536,29.14104464084511,2,4,4
9385-EHGDO,22.236418835034122,29.14104464084511,2,8,0
9498-FIMXL,21.846508781920694,29.14104464084511,2,7,0
2379-GYFLQ,27.821846805899998,29.14104464084511,3,6,2
0122-OAHPZ,31.025849543861757,29.14104464084511,2,5,5
2868-SNELZ,25.36344404618266,29.14104464084511,1,7,1
4322-RCYMT,24.375730449946097,29.14104464084511,3,4,2
6680-NENYN,40.39915429985596,29.14104464084511,1,3,2
2088-IEBAU,28.38992555943815,29.14104464084511,1,6,2
7982-VCELR,40.207691238268225,29.14104464084511,3,6,8
1343-EHPYB,43.05686337828344,29.14104464084511,2,4,2
6035-BXTTY,26.876861765377438,29.14104464084511,3,4,3
6885-PKOAM,35.242200512625615,29.14104464084511,2,7,4
7520-HQWJU,39.16735790001824,29.14104464084511,3,5,1
9639-BUJXT,21.923832783756446,29.14104464084511,1,10,6
5924-SNGKP,20.644261254673427,29.14104464084511,3,10,1
0021-IKXGC,22.07931287710465,29.14104464084511,2,6,5
2034-GDRCN,32.494343785507574,29.14104464084511,3,5,3
8966-SNIZF,30.244324853061425,29.14104464084511,3,5,1
6243-OZGFH,29.41314011989751,29.14104464084511,2,2,5
4654-DLAMQ,30.56400230471691,29.14104464084511,1,6,0
0513-RBGPE,24.918109688743467,29.14104464084511,2,7,6
5160-UXJED,24.299597280361642,29.14104464084511,3,4,4
4115-NZRKS,33.54051879252822,29.14104464084511,3,6,0
0219-YTZUE,31.83330319758596,29.14104464084511,1,4,0
0623-IIHUG,27.687038269262587,29.14104464084511,2,3,3
4572-DVCGN,33.08496345135542,29.14104464084511,2,6,2
3351-NGXYI,26.275909938907493,29.14104464084511,3,7,3
8984-EYLLL,35.16351583339327,29.14104464084511,2,7,5
9057-MSWCO,24.468326005916516,29.14104464084511,1,3,1
9833-TGFHX,33.31112677864356,29.14104464084511,1,9,1
9294-TDIPC,24.919754679178787,29.14104464084511,3,5,1
5229-DTFYB,43.79897686388012,29.14104464084511,3,4,0
0104-PPXDV,30.809749198383308,29.14104464084511,3,3,2
5176-LMJXE,22.15245028246465,29.14104464084511,2,9,4
3583-KRKMD,22.409233501145753,29.14104464084511,1,8,1
1010-DIAUQ,37.3048962982404,29.14104464084511,1,5,4
9069-LGEUL,18.44430040346628,29.14104464084511,1,7,1
7302-ZHMHP,15.120362317476493,29.14104464084511,1,7,2
9571-EDEBV,38.52640965028778,29.14104464084511,2,5,2
3520-FJGCV,40.6366830488469,29.14104464084511,3,7,4
6563-VRERX,21.901156755078457,29.14104464084511,1,6,3
0259-GBZSH,24.78020596429263,29.14104464084511,3,5,1
6122-EFVKN,23.63983001251408,29.14104464084511,2,4,3
2805-EDJPQ,31.73468993293458,29.14104464084511,2,9,5
6862-CQUMB,37.472249832752034,29.14104464084511,3,2,2
7156-MXBJE,46.24882824491273,29.14104464084511,1,2,5
6158-HDPXZ,24.236232684209497,29.14104464084511,3,6,4
9601-BRXPO,29.29490368953718,29.14104464084511,3,4,2
2863-IMQDR,28.37091707453913,29.14104464084511,1,9,5
5686-CMAWK,31.62794509835974,29.14104464084511,1,4,4
5651-CRHKQ,31.50882756350894,29.14104464084511,1,1,2
6905-NIQIN,22.261119963480155,29.14104464084511,3,6,4
8204-YJCLA,28.23920135510257,29.14104464084511,1,7,3
5167-ZFFMM,26.26886140020002,29.14104464084511,1,5,1
6583-SZVGP,38.93319829100136,29.14104464084511,3,4,0
4895-TMWIR,27.06527919745859,29.14104464084511,1,6,3
0533-BNWKF,37.98079888418848,29.14104464084511,2,3,3
1708-PBBOA,25.73178845544297,29.14104464084511,2,4,5
8782-LKFPK,35.709425915963386,29.14104464084511,2,4,0
5522-JBWMO,24.32145974277051,29.14104464084511,2,6,7
3597-MVHJT,29.5028817505964,29.14104464084511,2,6,1
9774-NRNAU,30.454374692057787,29.14104464084511,1,6,6
0224-RLWWD,19.458357167099543,29.14104464084511,2,7,3
9967-ATRFS,15.667643783272236,29.14104464084511,1,5,1
3951-NJCVI,38.269543587973374,29.14104464084511,3,3,1
2977-CEBSX,32.03529476592082,29.14104464084511,3,4,5
0177-PXBAT,37.67246219259943,29.14104464084511,2,4,3
6599-CEBNN,35.62727405510581,29.14104464084511,3,6,4
2519-ERQOJ,19.44432564108754,29.14104464084511,1,5,2
5876-QMYLD,18.30161286008229,29.14104464084511,1,7,1
2277-AXSDC,23.233937099406393,29.14104464084511,3,2,1
9442-JTWDL,24.616007468222296,29.14104464084511,3,8,2
0979-PHULV,33.18459923566029,29.14104464084511,3,6,5
3067-SVMTC,32.46420340938487,29.14104464084511,2,2,5
5495-GPSRW,23.902184673858606,29.14104464084511,3,6,2
7606-BPHHN,16.430222614522254,29.14104464084511,3,3,1
4742-DRORA,28.95848194354006,29.14104464084511,1,4,2
0111-KLBQG,38.30609257200176,29.14104464084511,1,7,4
4800-VHZKI,23.285092743567663,29.14104464084511,1,3,3
7989-CHGTL,12.65287972454032,29.14104464084511,1,7,3
0334-GDDSO,36.43070410658039,29.14104464084511,1,6,2
4163-NCJAK,24.2582218388849,29.14104464084511,3,4,1
5233-AOZUF,36.42763906964344,29.14104464084511,3,3,0
5973-EJGDP,31.261425985559253,29.14104464084511,2,2,3
1996-DBMUS,28.287723607455543,29.14104464084511,1,3,1
7916-VCCPB,24.998560583779184,29.14104464084511,1,4,2
4686-GEFRM,48.09165155419341,29.14104464084511,2,8,2
5249-QYHEX,23.29571352593853,29.14104464084511,2,5,1
0578-SKVMF,39.54014971060229,29.14104464084511,2,6,2
5564-NEMQO,28.636756211331168,29.14104464084511,2,4,2
2233-FAGXV,24.042536008826954,29.14104464084511,3,5,1
5605-IYGFG,21.122606825352076,29.14104464084511,1,6,0
7663-ZTEGJ,31.913345915573306,29.14104464084511,3,7,4
3935-TBRZZ,26.92028033674779,29.14104464084511,3,6,0
8111-BKVDS,18.920570684955475,29.14104464084511,3,4,5
2055-SIFSS,32.09086162543429,29.14104464084511,3,3,2
2806-MLNTI,37.6050217327173,29.14104464084511,1,4,2
8734-DKSTZ,28.547843229186345,29.14104464084511,3,4,3
4360-PNRQB,27.05984108076592,29.14104464084511,3,7,3
6152-ONASV,26.22494452408527,29.14104464084511,2,6,4
9063-ZGTUY,21.501718451743837,29.14104464084511,3,3,1
7781-HVGMK,26.94321304876733,29.14104464084511,1,1,2
2181-UAESM,23.30952463899911,29.14104464084511,3,5,1
2957-LOLHO,23.392373411800612,29.14104464084511,3,4,2
6048-NJXHX,17.9679820726289,29.14104464084511,2,6,2
2320-SLKMB,19.44847877312934,29.14104464084511,1,4,3
4980-URKXC,22.062310118148613,29.14104464084511,2,9,3
4376-KFVRS,39.35889005241154,29.14104464084511,1,4,3
5886-VLQVU,24.807011942640294,29.14104464084511,2,7,3
3577-AMVUX,28.0724985316829,29.14104464084511,2,8,2
0771-WLCLA,32.82757995328076,29.14104464084511,2,7,4
5628-RKIFK,30.039052291519063,29.14104464084511,1,6,3
0206-TBWLC,41.08560380376966,29.14104464084511,2,6,0
2937-FTHUR,27.6614214296088,29.14104464084511,1,4,4
1910-FMXJM,38.35374696710084,29.14104464084511,2,4,4
7752-XUSCI,29.928932612080942,29.14104464084511,2,2,6
4110-PFEUZ,32.75392969328347,29.14104464084511,2,1,4
