user_id,signup_date,user_gender,user_is_senior,has_family,has_dependents
3179-GBRWV,2022-01-16,Male,True,True,False
8645-KWHJO,2022-01-23,Male,False,False,False
4130-MZLCC,2022-02-01,Female,False,False,False
0314-TKOSI,2022-01-31,Female,False,False,False
8229-MYEJZ,2022-01-27,Female,False,False,False
2080-SRCDE,2022-02-05,Female,False,False,True
9577-WJVCQ,2022-01-01,Female,False,False,False
9512-UIBFX,2022-01-19,Male,False,True,True
6202-DYYFX,2022-01-15,Female,False,False,False
3808-HFKDE,2022-01-17,Female,False,False,False
5583-SXDAG,2022-02-05,Male,False,True,False
3488-PGMQJ,2022-01-29,Male,True,False,False
3580-REOAC,2022-01-27,Male,False,False,False
7534-BFESC,2022-01-13,Male,True,False,False
3727-OWVYD,2022-01-02,Male,False,False,False
2294-SALNE,2022-01-14,Male,False,True,True
4847-TAJYI,2022-01-31,Female,True,False,False
1563-IWQEX,2022-01-25,Female,False,False,False
8203-XJZRC,2022-02-05,Male,False,False,False
6556-DBKZF,2022-01-01,Female,False,True,True
6851-WEFYX,2022-01-02,Male,True,True,False
2985-JUUBZ,2022-01-01,Male,False,True,True
6390-DSAZX,2022-02-05,Female,False,False,True
0895-LMRSF,2022-01-14,Male,False,False,False
8098-LLAZX,2022-02-02,Female,True,False,False
8266-VBFQL,2022-02-02,Male,False,False,False
8181-YHCMF,2022-01-01,Female,False,True,True
2240-HSJQD,2022-01-01,Male,False,False,True
1248-DYXUB,2022-01-01,Male,False,True,True
0265-EDXBD,2022-01-05,Male,True,True,False
4115-BNPJY,2022-01-08,Male,False,True,True
3167-SNQPL,2022-01-01,Male,True,True,True
4091-TVOCN,2022-01-01,Male,False,False,True
1098-TDVUQ,2022-02-05,Female,False,False,False
7277-OZCGZ,2022-01-15,Female,False,False,False
1557-EMYVT,2022-01-01,Female,False,False,False
2799-ARNLO,2022-02-01,Female,True,True,False
7563-BIUPC,2022-02-01,Male,False,False,False
5027-YOCXN,2022-01-01,Male,False,True,True
3973-SKMLN,2022-01-01,Male,False,False,False
2321-OMBXY,2022-01-01,Female,False,True,True
2840-XANRC,2022-01-13,Male,True,True,False
6745-JEFZB,2022-01-02,Male,False,True,False
5020-ZSTTY,2022-01-01,Female,True,False,False
9880-TDQAC,2022-01-01,Female,False,True,True
8705-WZCYL,2022-02-05,Male,False,False,False
7102-JJVTX,2022-01-28,Female,False,True,True
8626-PTQGE,2022-01-01,Male,False,False,False
4983-CLMLV,2022-01-01,Female,False,True,False
5701-YVSVF,2022-01-26,Female,True,True,False
5804-LEPIM,2022-02-04,Female,True,False,False
5697-GOMBF,2022-01-09,Female,True,True,True
2739-CACDQ,2022-01-20,Female,True,False,False
9385-EHGDO,2022-01-02,Female,False,True,True
9498-FIMXL,2022-01-29,Female,False,False,False
2379-GYFLQ,2022-01-01,Male,False,False,False
0122-OAHPZ,2022-01-30,Female,False,False,False
2868-SNELZ,2022-02-04,Female,False,False,False
4322-RCYMT,2022-01-01,Male,False,True,True
6680-NENYN,2022-01-01,Female,False,False,False
2088-IEBAU,2022-01-01,Female,False,False,False
7982-VCELR,2022-01-01,Female,False,False,False
1343-EHPYB,2022-01-01,Male,False,True,False
6035-BXTTY,2022-01-05,Female,True,False,False
6885-PKOAM,2022-01-01,Female,False,True,False
7520-HQWJU,2022-01-01,Female,False,True,True
9639-BUJXT,2022-01-01,Male,False,False,False
5924-SNGKP,2022-01-01,Female,False,False,True
0021-IKXGC,2022-02-05,Female,True,False,False
2034-GDRCN,2022-02-04,Female,False,False,False
8966-SNIZF,2022-01-01,Female,False,True,False
6243-OZGFH,2022-01-14,Female,False,False,False
4654-DLAMQ,2022-01-01,Female,True,True,False
0513-RBGPE,2022-01-01,Male,False,True,True
5160-UXJED,2022-01-20,Male,False,False,True
4115-NZRKS,2022-01-30,Female,True,False,False
0219-YTZUE,2022-02-02,Male,False,True,True
0623-IIHUG,2022-01-16,Female,True,False,False
4572-DVCGN,2022-01-27,Female,False,False,False
3351-NGXYI,2022-01-21,Female,True,False,False
8984-EYLLL,2022-01-01,Male,False,True,False
9057-MSWCO,2022-01-10,Male,True,True,False
9833-TGFHX,2022-01-01,Male,False,True,True
9294-TDIPC,2022-02-01,Male,False,False,True
5229-DTFYB,2022-01-01,Female,False,False,False
0104-PPXDV,2022-01-01,Male,False,True,False
5176-LMJXE,2022-01-01,Female,False,False,False
3583-KRKMD,2022-01-19,Male,False,False,False
1010-DIAUQ,2022-02-01,Male,False,False,False
9069-LGEUL,2022-01-14,Male,False,True,False
7302-ZHMHP,2022-02-05,Female,False,False,False
9571-EDEBV,2022-01-01,Male,False,True,False
3520-FJGCV,2022-01-01,Male,False,True,True
6563-VRERX,2022-01-04,Male,False,True,True
0259-GBZSH,2022-02-04,Male,False,False,False
6122-EFVKN,2022-01-13,Male,False,False,True
2805-EDJPQ,2022-01-01,Female,False,True,True
6862-CQUMB,2022-01-01,Male,False,False,False
7156-MXBJE,2022-01-01,Female,False,False,False
6158-HDPXZ,2022-02-05,Male,False,False,False
9601-BRXPO,2022-01-12,Female,False,True,False
2863-IMQDR,2022-01-01,Female,False,False,False
5686-CMAWK,2022-01-20,Male,False,False,False
5651-CRHKQ,2022-01-01,Female,False,True,False
6905-NIQIN,2022-02-05,Male,False,False,False
8204-YJCLA,2022-01-01,Male,True,True,True
5167-ZFFMM,2022-02-05,Male,False,False,False
6583-SZVGP,2022-01-01,Male,False,False,False
4895-TMWIR,2022-01-26,Male,True,True,False
0533-BNWKF,2022-01-01,Female,True,True,False
1708-PBBOA,2022-01-01,Female,False,False,False
8782-LKFPK,2022-01-01,Male,False,False,False
5522-JBWMO,2022-02-05,Male,False,False,True
3597-MVHJT,2022-01-10,Female,False,False,False
9774-NRNAU,2022-01-10,Male,True,True,False
0224-RLWWD,2022-02-04,Female,True,False,False
9967-ATRFS,2022-01-18,Female,False,False,False
3951-NJCVI,2022-01-01,Female,True,True,False
2977-CEBSX,2022-01-01,Female,False,False,False
0177-PXBAT,2022-01-04,Male,True,True,False
6599-CEBNN,2022-01-03,Female,False,False,False
2519-ERQOJ,2022-01-04,Male,True,False,False
5876-QMYLD,2022-01-14,Female,False,True,True
2277-AXSDC,2022-01-05,Female,False,False,False
9442-JTWDL,2022-01-26,Female,False,False,False
0979-PHULV,2022-01-01,Male,False,True,True
3067-SVMTC,2022-01-01,Female,False,True,False
5495-GPSRW,2022-01-17,Male,False,False,False
7606-BPHHN,2022-01-01,Male,False,False,False
4742-DRORA,2022-01-01,Male,False,True,True
0111-KLBQG,2022-01-05,Male,True,True,True
4800-VHZKI,2022-02-05,Female,False,False,False
7989-CHGTL,2022-02-05,Male,False,False,False
0334-GDDSO,2022-02-03,Male,True,False,False
4163-NCJAK,2022-01-01,Female,False,True,False
5233-AOZUF,2022-01-08,Female,False,True,False
5973-EJGDP,2022-01-01,Male,False,False,False
1996-DBMUS,2022-01-01,Female,True,True,False
7916-VCCPB,2022-01-21,Female,False,True,True
4686-GEFRM,2022-01-01,Male,False,True,False
5249-QYHEX,2022-01-01,Female,False,True,True
0578-SKVMF,2022-01-15,Female,False,True,True
5564-NEMQO,2022-02-05,Female,True,False,False
2233-FAGXV,2022-02-01,Female,False,True,True
5605-IYGFG,2022-01-30,Female,False,False,False
7663-ZTEGJ,2022-01-08,Male,False,False,True
3935-TBRZZ,2022-01-01,Male,False,True,True
8111-BKVDS,2022-01-27,Female,False,False,False
2055-SIFSS,2022-01-01,Female,True,True,False
2806-MLNTI,2022-01-01,Male,True,True,False
8734-DKSTZ,2022-01-27,Female,False,True,True
4360-PNRQB,2022-01-19,Male,False,False,False
6152-ONASV,2022-01-01,Female,False,True,False
9063-ZGTUY,2022-01-01,Female,False,True,True
7781-HVGMK,2022-01-01,Female,False,True,True
2181-UAESM,2022-02-04,Male,False,False,False
2957-LOLHO,2022-01-25,Male,False,False,False
6048-NJXHX,2022-01-01,Male,False,True,False
2320-SLKMB,2022-01-11,Female,False,False,False
4980-URKXC,2022-01-01,Male,False,True,False
4376-KFVRS,2022-01-01,Male,False,True,True
5886-VLQVU,2022-01-02,Male,False,True,False
3577-AMVUX,2022-02-05,Male,False,False,False
0771-WLCLA,2022-01-21,Female,False,True,True
5628-RKIFK,2022-01-01,Female,True,False,False
0206-TBWLC,2022-01-01,Female,False,True,False
2937-FTHUR,2022-01-19,Female,False,False,True
1910-FMXJM,2022-01-01,Female,False,True,False
7752-XUSCI,2022-01-01,Female,False,False,False
4110-PFEUZ,2022-02-05,Female,False,False,False
0732-OCQOC,2022-01-01,Female,False,True,True
5168-MSWXT,2022-01-29,Male,False,True,True
1090-ESELR,2022-01-01,Male,False,True,True
8592-PLTMQ,2022-01-01,Female,False,False,False
5760-WRAHC,2022-01-15,Female,True,False,False
8847-GEOOQ,2022-01-01,Male,False,True,False
0256-LTHVJ,2022-01-09,Female,False,True,True
4785-FCIFB,2022-01-01,Female,False,True,False
8313-NDOIA,2022-01-13,Female,False,False,False
5149-CUZUJ,2022-01-09,Male,False,True,True
0942-KOWSM,2022-01-07,Female,False,True,True
4237-CLSMM,2022-02-04,Male,False,True,False
1452-VOQCH,2022-02-05,Male,False,False,False
4719-UMSIY,2022-01-31,Male,False,False,True
6614-VBEGU,2022-01-13,Female,False,True,False
0880-TKATG,2022-02-02,Male,False,True,True
3811-VBYBZ,2022-01-30,Male,False,False,False
1480-BKXGA,2022-01-01,Male,True,True,False
2996-XAUVF,2022-01-01,Male,False,False,False
9076-AXYIK,2022-01-01,Male,True,True,False
5968-XQIVE,2022-01-01,Male,False,True,True
8896-RAZCR,2022-01-01,Female,False,False,True
4640-UHDOS,2022-01-24,Female,False,True,True
4933-IKULF,2022-01-20,Female,True,False,False
3583-EKAPL,2022-02-05,Male,False,False,False
1304-BCCFO,2022-01-28,Male,False,True,False
4104-PVRPS,2022-01-13,Male,False,True,False
9399-APLBT,2022-02-05,Female,False,True,True
2359-KMGLI,2022-01-13,Male,False,False,False
3780-DDGSE,2022-01-02,Male,True,True,True
4431-EDMIQ,2022-01-30,Female,False,True,True
0306-JAELE,2022-02-01,Male,False,False,False
6227-HWPWX,2022-01-22,Female,False,False,True
0486-LGCCH,2022-01-26,Male,False,True,True
0447-BEMNG,2022-01-01,Female,False,True,False
4612-SSVHJ,2022-01-17,Female,True,False,False
5168-MQQCA,2022-01-01,Female,False,True,False
5949-XIKAE,2022-01-29,Female,False,True,True
7971-HLVXI,2022-01-01,Male,False,True,True
9094-AZPHK,2022-01-22,Female,False,False,False
3649-JPUGY,2022-01-01,Male,False,False,False
4472-LVYGI,2022-02-06,Female,False,True,True
8372-JUXUI,2022-02-05,Male,False,False,True
3552-CTCYF,2022-01-01,Male,False,True,True
6778-YSNIH,2022-02-04,Female,False,False,False
0388-EOPEX,2022-02-04,Female,False,True,False
5756-OZRIO,2022-01-01,Male,True,True,False
6579-JPICP,2022-02-05,Male,False,False,False
8205-OTCHB,2022-01-15,Male,False,False,False
4134-BSXLX,2022-01-09,Male,False,True,False
0505-SPOOW,2022-01-01,Female,False,True,False
6235-VDHOM,2022-02-01,Female,True,False,False
7783-YKGDV,2022-01-25,Female,False,False,False
4374-YMUSQ,2022-01-03,Male,False,False,False
4513-CXYIX,2022-01-01,Female,True,True,False
3957-HHLMR,2022-01-01,Female,False,True,True
7803-XOCCZ,2022-01-01,Female,False,True,True
5736-YEJAX,2022-01-01,Male,False,False,True
5609-CEBID,2022-01-17,Female,True,False,False
8981-FJGLA,2022-01-26,Male,False,False,True
7218-HKQFK,2022-02-04,Male,False,True,False
4636-QRJKY,2022-01-31,Female,False,True,True
1135-LMECX,2022-02-05,Female,False,False,False
4332-MUOEZ,2022-01-17,Male,True,True,True
8535-SFUTN,2022-01-01,Male,False,False,False
5956-VKDTT,2022-02-01,Female,True,True,False
8677-HDZEE,2022-01-01,Female,False,False,False
2475-MROZF,2022-01-07,Male,False,False,False
9412-GHEEC,2022-01-01,Male,False,False,False
3482-ABPKK,2022-01-09,Female,False,False,False
6705-LXORM,2022-02-01,Female,True,True,False
0257-ZESQC,2022-01-10,Female,True,True,False
7531-GQHME,2022-01-25,Male,False,False,False
5174-ITUMV,2022-01-01,Male,False,True,True
4109-CYRBD,2022-01-08,Male,True,True,False
0913-XWSCN,2022-01-01,Male,False,True,True
6825-UYPFK,2022-01-14,Female,False,False,False
8397-MVTAZ,2022-01-03,Male,False,True,False
0750-EBAIU,2022-01-01,Male,False,False,False
8606-CIQUL,2022-01-01,Male,True,True,True
3571-DPYUH,2022-01-01,Male,False,True,True
7601-GNDYK,2022-01-02,Male,False,True,True
0356-OBMAC,2022-01-01,Female,True,False,False
8067-NIOYM,2022-01-13,Female,False,True,True
1403-GYAFU,2022-01-01,Male,False,True,True
4234-XTNEA,2022-02-04,Male,False,False,False
1297-VQDRP,2022-01-01,Male,True,True,True
9282-IZGQK,2022-02-05,Female,False,False,False
5348-CAGXB,2022-01-25,Male,False,False,False
0621-HJWXJ,2022-01-01,Female,False,True,False
5844-QVTAT,2022-01-04,Female,False,True,True
8905-IAZPF,2022-01-01,Female,False,True,False
5394-MEITZ,2022-01-01,Female,False,True,True
6859-QNXIQ,2022-01-01,Female,False,True,True
2782-LFZVW,2022-01-26,Female,False,False,False
2866-IKBTM,2022-02-05,Female,False,False,False
1342-JPNKI,2022-01-27,Male,False,False,False
2817-NTQDO,2022-01-24,Male,False,False,False
7129-AZJDE,2022-01-03,Male,False,True,True
6986-IJDHX,2022-01-01,Male,False,True,True
2560-PPCHE,2022-01-01,Female,False,False,False
4676-MQUEA,2022-01-01,Male,True,True,False
8138-EALND,2022-01-22,Male,False,False,False
3580-HYCSP,2022-01-01,Male,False,True,True
1352-HNSAW,2022-01-01,Female,False,True,True
2075-PUEPR,2022-01-01,Male,False,True,True
1982-FEBTD,2022-01-14,Female,False,True,True
5301-GAUUY,2022-01-05,Male,False,False,False
5791-KAJFD,2022-01-01,Female,False,True,True
