user_id,failed_payments_90d
3282-ZISZV,0
3675-YDUPJ,0
4111-BNXIF,0
7017-VFHAY,1
6655-LHBYW,0
4959-JOSRX,1
5046-NUHWD,0
7273-TEFQD,0
3606-TWKGI,0
7529-ZDFXI,1
7605-BDWDC,0
1950-KSVVJ,0
0123-CRBRT,0
6292-TOSSS,0
3197-ARFOY,0
6323-AYBRX,0
7014-ZZXAW,0
4385-GZQXV,0
7633-MVPUY,0
6366-ZGQGL,0
4716-HHKQH,0
5940-AHUHD,0
6432-TWQLB,1
4484-GLZOU,1
3179-GBRWV,0
8645-KWHJO,0
4130-MZLCC,0
0314-TKOSI,1
8229-MYEJZ,1
2080-SRCDE,0
9577-WJVCQ,1
9512-UIBFX,0
6202-DYYFX,0
3808-HFKDE,0
5583-SXDAG,0
3488-PGMQJ,0
3580-REOAC,0
7534-BFESC,0
3727-OWVYD,0
2294-SALNE,0
4847-TAJYI,0
1563-IWQEX,1
8203-XJZRC,0
6556-DBKZF,0
6851-WEFYX,0
2985-JUUBZ,0
6390-DSAZX,0
0895-LMRSF,1
8098-LLAZX,0
8266-VBFQL,0
8181-YHCMF,0
2240-HSJQD,0
1248-DYXUB,0
0265-EDXBD,0
4115-BNPJY,0
3167-SNQPL,0
4091-TVOCN,0
1098-TDVUQ,1
7277-OZCGZ,0
1557-EMYVT,1
2799-ARNLO,1
7563-BIUPC,0
5027-YOCXN,2
3973-SKMLN,0
2321-OMBXY,1
2840-XANRC,1
6745-JEFZB,0
5020-ZSTTY,0
9880-TDQAC,0
8705-WZCYL,1
7102-JJVTX,1
8626-PTQGE,0
4983-CLMLV,2
5701-YVSVF,0
5804-LEPIM,1
5697-GOMBF,0
2739-CACDQ,0
9385-EHGDO,0
9498-FIMXL,0
2379-GYFLQ,0
0122-OAHPZ,0
2868-SNELZ,0
4322-RCYMT,0
6680-NENYN,0
2088-IEBAU,1
7982-VCELR,0
1343-EHPYB,0
6035-BXTTY,1
6885-PKOAM,0
7520-HQWJU,0
9639-BUJXT,0
5924-SNGKP,0
0021-IKXGC,2
2034-GDRCN,0
8966-SNIZF,0
6243-OZGFH,0
4654-DLAMQ,0
0513-RBGPE,0
5160-UXJED,0
4115-NZRKS,0
0219-YTZUE,0
0623-IIHUG,0
4572-DVCGN,0
3351-NGXYI,0
8984-EYLLL,0
9057-MSWCO,0
9833-TGFHX,0
9294-TDIPC,0
5229-DTFYB,0
0104-PPXDV,0
5176-LMJXE,0
3583-KRKMD,0
1010-DIAUQ,0
9069-LGEUL,0
7302-ZHMHP,0
9571-EDEBV,0
3520-FJGCV,0
6563-VRERX,0
0259-GBZSH,0
6122-EFVKN,0
2805-EDJPQ,0
6862-CQUMB,0
7156-MXBJE,0
6158-HDPXZ,0
9601-BRXPO,0
2863-IMQDR,1
5686-CMAWK,0
5651-CRHKQ,1
6905-NIQIN,2
8204-YJCLA,0
5167-ZFFMM,0
6583-SZVGP,0
4895-TMWIR,1
0533-BNWKF,1
1708-PBBOA,1
8782-LKFPK,0
5522-JBWMO,0
3597-MVHJT,0
9774-NRNAU,0
0224-RLWWD,1
9967-ATRFS,0
3951-NJCVI,0
2977-CEBSX,0
0177-PXBAT,1
6599-CEBNN,0
2519-ERQOJ,0
5876-QMYLD,0
2277-AXSDC,0
9442-JTWDL,1
0979-PHULV,0
3067-SVMTC,0
5495-GPSRW,0
7606-BPHHN,0
4742-DRORA,0
0111-KLBQG,0
4800-VHZKI,0
7989-CHGTL,0
0334-GDDSO,1
4163-NCJAK,0
5233-AOZUF,0
5973-EJGDP,1
1996-DBMUS,0
7916-VCCPB,0
4686-GEFRM,0
5249-QYHEX,0
0578-SKVMF,0
5564-NEMQO,0
2233-FAGXV,0
5605-IYGFG,0
7663-ZTEGJ,0
3935-TBRZZ,0
8111-BKVDS,0
2055-SIFSS,0
2806-MLNTI,0
8734-DKSTZ,0
4360-PNRQB,0
6152-ONASV,0
9063-ZGTUY,1
7781-HVGMK,0
2181-UAESM,0
2957-LOLHO,0
6048-NJXHX,0
2320-SLKMB,0
4980-URKXC,1
4376-KFVRS,0
5886-VLQVU,0
3577-AMVUX,0
0771-WLCLA,0
5628-RKIFK,0
0206-TBWLC,0
2937-FTHUR,0
1910-FMXJM,2
7752-XUSCI,0
4110-PFEUZ,1
0732-OCQOC,0
5168-MSWXT,0
1090-ESELR,0
8592-PLTMQ,0
5760-WRAHC,1
8847-GEOOQ,0
0256-LTHVJ,1
4785-FCIFB,1
8313-NDOIA,1
5149-CUZUJ,0
0942-KOWSM,0
4237-CLSMM,1
1452-VOQCH,0
4719-UMSIY,0
6614-VBEGU,1
0880-TKATG,0
3811-VBYBZ,1
1480-BKXGA,0
2996-XAUVF,0
9076-AXYIK,0
5968-XQIVE,0
8896-RAZCR,0
4640-UHDOS,0
4933-IKULF,0
3583-EKAPL,0
1304-BCCFO,0
4104-PVRPS,0
9399-APLBT,1
2359-KMGLI,0
3780-DDGSE,0
4431-EDMIQ,0
0306-JAELE,0
6227-HWPWX,0
0486-LGCCH,0
0447-BEMNG,0
4612-SSVHJ,0
5168-MQQCA,0
5949-XIKAE,0
7971-HLVXI,0
9094-AZPHK,0
3649-JPUGY,0
4472-LVYGI,0
8372-JUXUI,0
3552-CTCYF,0
6778-YSNIH,0
0388-EOPEX,0
5756-OZRIO,0
6579-JPICP,1
8205-OTCHB,0
4134-BSXLX,0
0505-SPOOW,0
6235-VDHOM,1
7783-YKGDV,0
4374-YMUSQ,0
4513-CXYIX,0
3957-HHLMR,1
7803-XOCCZ,0
5736-YEJAX,0
5609-CEBID,0
8981-FJGLA,0
7218-HKQFK,0
4636-QRJKY,0
1135-LMECX,0
4332-MUOEZ,0
8535-SFUTN,0
5956-VKDTT,1
8677-HDZEE,0
2475-MROZF,0
9412-GHEEC,0
3482-ABPKK,0
6705-LXORM,0
0257-ZESQC,0
7531-GQHME,0
5174-ITUMV,0
4109-CYRBD,0
0913-XWSCN,0
6825-UYPFK,0
8397-MVTAZ,0
0750-EBAIU,0
8606-CIQUL,0
3571-DPYUH,0
7601-GNDYK,0
0356-OBMAC,0
8067-NIOYM,0
1403-GYAFU,1
4234-XTNEA,1
1297-VQDRP,0
9282-IZGQK,0
5348-CAGXB,0
0621-HJWXJ,0
5844-QVTAT,0
8905-IAZPF,1
5394-MEITZ,1
6859-QNXIQ,2
2782-LFZVW,1
2866-IKBTM,0
1342-JPNKI,0
2817-NTQDO,0
7129-AZJDE,0
6986-IJDHX,0
2560-PPCHE,0
4676-MQUEA,0
8138-EALND,0
3580-HYCSP,0
1352-HNSAW,0
2075-PUEPR,0
1982-FEBTD,0
5301-GAUUY,0
5791-KAJFD,0
2654-VBVPB,0
1154-HYWWO,0
2501-XWWTZ,1
3716-UVSPD,0
6815-ABQFQ,0
7343-EOBEU,0
3701-SFMUH,0
6103-LIANB,0
7319-VENRZ,0
5846-NEQVZ,0
6967-QIQRV,1
5781-RFZRP,1
0939-YAPAF,1
0308-IVGOK,0
7293-LSCDV,0
7025-WCBNE,0
5756-JYOJT,0
4710-FDUIZ,0
6030-REHUX,0
9548-LIGTA,0
5150-LJNSR,0
8270-RKSAP,0
6522-YRBXD,0
2640-LYMOV,0
1218-VKFPE,0
3627-FHKBK,0
2865-TCHJW,1
1423-BMPBQ,0
2393-DIVAI,0
5192-EBGOV,0
4568-KNYWR,1
8752-IMQOS,0
0742-LAFQK,0
0795-LAFGP,1
0619-OLYUR,0
5512-IDZEI,0
0459-SPZHJ,0
0215-BQKGS,0
9244-ZVAPM,0
0719-SYFRB,0
8208-EUMTE,0
5172-MIGPM,0
1710-RCXUS,0
0374-FIUCA,0
5839-SUYVZ,0
5173-ZXXXL,0
1096-ADRUX,0
2001-MCUUW,0
2731-GJRDG,0
4723-BEGSG,0
6516-NKQBO,0
8672-OAUPW,1
8207-DMRVL,0
3419-SNJJD,2
6543-CPZMK,0
4765-OXPPD,0
2804-ETQDK,0
6689-VRRTK,0
7138-GIRSH,0
9396-ZSFLL,0
6464-KEXXH,2
7134-MJPDY,0
5240-CAOYT,0
4059-IIEBK,0
4881-JVQOD,0
0516-UXRMT,0
4851-BQDNX,0
5148-HKFIR,0
1009-IRMNA,0
3003-CMDUU,0
5016-IBERQ,0
6797-UCJHZ,1
2469-DTSGX,1
4554-YGZIH,0
5099-BAILX,0
9931-KGHOA,0
1775-KWJKQ,0
7665-VIGUD,1
9411-TPQQV,0
7207-RMRDB,0
7954-MLBUN,0
2077-DDHJK,1
4913-EHYUI,0
0195-IESCP,0
9574-BOSMD,0
4580-TMHJU,1
0970-ETWGE,0
4908-XAXAY,1
8404-VLQFB,0
1626-ERCMM,0
0887-HJGAR,0
2391-IPLOP,0
5644-PDMZC,0
3509-GWQGF,0
9576-ANLXO,0
2024-BASKD,0
5845-BZZIB,0
1140-UKVZG,0
4160-AMJTL,2
5183-SNMJQ,0
8100-PNJMH,0
7838-LAZFO,0
4464-JCOLN,0
2085-JVGAD,0
5650-VDUDS,1
8095-WANWK,0
3030-ZKIWL,0
9565-FLVCG,0
8755-OGKNA,0
2800-VEQXM,0
7538-GWHML,0
5533-RJFTJ,0
3859-CVCET,0
0214-JHPFW,0
5642-MHDQT,0
3088-FVYWK,1
3276-HDUEG,0
9092-GDZKO,0
0823-HSCDJ,0
3729-OWRVL,1
2324-AALNO,0
0822-GAVAP,0
5760-IFJOZ,0
2826-UWHIS,0
1448-PWKYE,0
7501-IWUNG,0
4957-TREIR,0
7251-LJBQN,0
8040-MNRTF,0
1536-HBSWP,2
5313-FPXWG,0
0067-DKWBL,0
0946-FKYTX,1
5076-YVXCM,0
8262-COGGB,0
6663-JOCQO,0
9620-QJREV,0
2276-YDAVZ,0
2682-KEVRP,1
2480-JZOSN,0
0078-XZMHT,0
5896-NPFWW,0
9978-HYCIN,0
8338-QIUNR,0
1525-LNLOJ,0
9450-TRJUU,0
1766-GKNMI,0
6942-LBFDP,0
1456-TWCGB,0
7133-VBDCG,0
7596-ZYWBB,0
8329-UTMVM,0
3014-WJKSM,0
3347-YJZZE,0
1029-QFBEN,0
7929-DMBCV,0
9661-JALZV,0
5433-KYGHE,0
4312-KFRXN,0
5575-TPIZQ,0
0114-IGABW,0
9944-AEXBM,0
1853-ARAAQ,2
6952-OMNWB,1
4697-LUPSU,0
8434-VGEQQ,0
4952-YSOGZ,0
1589-AGTLK,1
5244-IRFIH,0
6549-YMFAW,0
4950-HKQTE,0
6786-OBWQR,0
2684-EIWEO,0
2753-JMMCV,0
6439-GTPCA,1
6621-YOBKI,0
1216-JWVUX,2
7564-GHCVB,0
1173-NOEYG,0
7595-EHCDL,0
6647-ZEDXT,0
2521-NPUZR,0
1307-TVUFB,1
7503-MIOGA,0
4381-MHQDC,0
6923-JHPMP,0
5138-WVKYJ,1
4018-PPNDW,0
1635-FJFCC,0
2499-AJYUA,0
6919-ELBGL,1
3966-HRMZA,1
6425-JWTDV,0
8405-IGQFX,0
8224-IVVPA,0
9477-LGWQI,0
1410-RSCMR,0
3115-CZMZD,0
0139-IVFJG,0
6683-VLCTZ,0
5730-DBDSI,0
0030-FNXPP,0
2189-WWOEW,0
5684-FJVYR,0
4013-GUXND,0
1894-IGFSG,0
7379-POKDZ,0
1266-NZYUI,0
7969-FFOWG,1
4718-DHSMV,0
5175-WLYXL,0
7817-OMJNA,0
8728-SKJLR,0
3137-NYQQI,1
7706-DZNKK,0
0236-HFWSV,0
3900-AQPHZ,0
5842-POCOP,0
2037-XJFUP,0
8823-RLPWL,0
9505-SQFSW,0
7314-OXENN,0
3758-CKOQL,0
0322-CHQRU,0
5676-CFLYY,0
7521-AFHAB,0
0285-INHLN,0
4678-DVQEO,0
5125-CNDSP,0
0691-IFBQW,0
4992-LTJNE,0
2202-OUTMO,0
0810-BDHAW,0
0229-LFJAF,0
7131-ZQZNK,0
3442-ZHHCC,0
5726-CVNYA,0
9871-ELEYA,0
4257-GAESD,0
5173-WXOQV,0
2040-OBMLJ,0
6286-ZHAOK,0
3807-XHCJH,0
3009-JWMPU,0
5671-RQRLP,0
1450-GALXR,0
8859-AXJZP,2
3174-AKMAS,0
3138-BKYAV,0
9926-PJHDQ,1
7382-DFJTU,1
2798-NYLMZ,0
4289-DTDKW,0
1820-TQVEV,1
2239-JALAW,0
4853-RULSV,0
8098-TDCBU,0
3551-GAEGL,0
4785-NKHCX,0
3196-NVXLZ,0
6275-YDUVO,0
0036-IHMOT,0
0115-TFERT,0
4178-EGMON,1
4220-TINQT,0
5318-YKDPV,0
7975-TZMLR,0
0295-QVKPB,0
4335-BSMJS,0
2311-QYMUQ,0
3643-AHCFP,0
9146-JRIOX,0
3104-OWCGK,0
5337-IIWKZ,0
9101-BWFSS,0
9650-VBUOG,1
3487-EARAT,0
2672-TGEFF,1
9231-ZJYAM,0
4250-WAROZ,0
8184-WMOFI,0
6982-SSHFK,0
6092-QZVPP,0
4625-LAMOB,0
0727-BMPLR,0
0392-BZIUW,0
1038-ZAGBI,0
6549-NNDYT,0
3027-ZTDHO,0
0422-OHQHQ,0
6916-HIJSE,0
2316-ESMLS,0
9778-OGKQZ,1
7408-OFWXJ,0
6007-TCTST,0
2252-NKNSI,1
8713-IGZSO,0
7905-TVXTA,1
7695-PKLCZ,0
2382-BCKQJ,0
8374-UULRV,0
2207-NHRJK,0
3224-DFQNQ,0
5275-PMFUT,0
4795-UXVCJ,0
9777-IQHWP,2
0947-MUGVO,2
9944-HKVVB,0
4124-MMETB,0
3671-SHRSP,0
0979-MOZQI,0
2732-ISEZX,1
3313-QKNKB,1
0323-XWWTN,0
1937-OTUKY,0
1573-LGXBA,0
1764-VUUMT,0
5073-WXOYN,0
4713-ZBURT,0
3050-GBUSH,0
0207-MDKNV,0
7876-AEHIG,2
7945-HLKEA,0
9342-VNIMQ,0
9851-KIELU,0
3523-BRGUW,0
3908-BLSYF,0
3199-NPKCN,0
5170-PTRKA,0
4661-NJEUX,0
2123-AGEEN,0
1258-YMZNM,0
0048-LUMLS,0
7549-MYGPK,0
5898-IGSLP,0
3804-RVTGV,0
6259-WJQLC,0
9227-LUNBG,0
7997-EASSD,0
0730-KOAVE,0
8975-SKGRX,1
0678-RLHVP,1
4315-MURBD,0
2267-FPIMA,0
1051-GEJLJ,0
9734-YWGEX,0
2719-BDAQO,0
5285-MVEHD,1
0379-DJQHR,0
0781-LKXBR,0
5543-QDCRY,0
0297-RBCSG,1
4694-PHWFW,0
0835-JKADZ,1
1907-UBQFC,0
7508-SMHXL,0
3865-YIOTT,0
5993-BQHEA,0
6024-RUGGH,0
6513-EECDB,0
3956-CJUST,0
4079-WWQQQ,0
6103-BOCOU,0
5149-TGWDZ,0
7471-WNSUF,0
8942-DBMHZ,0
4301-VVZKA,0
9199-PWQVC,0
4824-GUCBY,0
5393-HJZSM,0
7074-IEVOJ,0
9625-QSTYE,0
0862-PRCBS,0
8812-ZRHFP,0
5146-CBVOE,0
0454-OKRCT,0
5787-KXGIY,0
4750-ZRXIU,0
4198-VFOEA,0
6630-UJZMY,0
5709-LVOEQ,0
6400-BWQKW,1
2692-AQCPF,0
0347-UBKUZ,0
0835-DUUIQ,0
0811-GSDTP,0
7567-ECMCM,1
6115-ZTBFQ,0
6353-BRMMA,0
6680-WKXRZ,1
6231-WFGFH,0
9904-EHEVJ,0
7028-DVOIQ,0
6169-PPETC,0
4208-UFFGW,0
8584-KMVXD,0
8467-WYNSR,0
0851-DFJKB,0
5382-SOYZL,0
9448-REEVD,0
3261-CQXOL,1
8388-FYNPZ,0
4002-BQWPQ,0
5651-YLPRD,0
2826-DXLQO,1
4378-BZYFP,0
9489-UTFKA,0
4849-PYRLQ,0
9117-SHLZX,1
9889-TMAHG,0
4541-RMRLG,0
7764-BDPEE,0
3429-IFLEM,0
3158-MOERK,0
7294-TMAOP,1
5002-GCQFH,0
0556-FJEGU,0
8919-FYFQZ,0
0604-THJFP,0
2834-JRTUA,0
5875-YPQFJ,0
5879-SESNB,0
6646-QVXLR,1
6461-PPAXN,0
3318-ISQFQ,0
1106-HRLKZ,0
2483-XSSMZ,0
8603-IJWDN,0
8165-ZJRNM,0
9369-XFEHK,0
2604-XVDAM,0
3717-OFRTN,0
9046-JBFWA,0
3280-NMUVX,1
1206-EHBDD,0
8361-LBRDI,1
4883-KCPZJ,1
9108-EQPNQ,0
7277-KAMWT,0
3842-IYKUE,0
6641-XRPSU,0
1374-DMZUI,0
2545-LXYVJ,0
3234-VKACU,1
8357-EQXFO,0
1989-PRJHP,0
8120-JDCAM,0
8917-FAEMR,0
7047-YXDMZ,1
2858-EIMXH,0
9524-EGPJC,0
6993-OHLXR,1
8818-XYFCQ,0
6419-ZTTLE,1
0929-HYQEW,1
6614-YOLAC,0
7426-RHZGU,0
4065-JJAVA,0
4695-VADHF,0
3863-IUBJR,1
7649-SIJJF,0
9361-YNQWJ,0
3748-FVMZZ,0
9391-TTOYH,0
1452-XRSJV,0
3422-WJOYD,0
8242-SOQUO,0
7460-ITWWP,0
7147-AYBAA,0
7868-TMWMZ,0
4822-RVYBB,0
6732-FZUGP,0
8436-BJUMM,0
4184-TJFAN,0
8329-GWVPJ,0
1352-VHKAJ,0
4145-UQXUQ,0
2632-TACXW,0
8146-QQKZH,0
1767-CJKBA,0
6445-TNRXS,0
4581-LNWUM,1
4869-EPIUS,0
9948-YPTDG,0
1236-WFCDV,0
1915-OAKWD,0
7296-PIXQY,0
4883-QICIH,0
3354-OADJP,0
3524-WQDSG,0
0810-DHDBD,0
4026-SKKHW,0
2829-HYVZP,0
8329-IBCTI,0
1271-SJBGZ,1
3845-JHAMY,0
7013-PSXHK,0
5669-SRAIP,0
5981-ITEMU,0
3486-NPGST,0
6941-PMGEP,1
1624-WOIWJ,1
2074-GKOWZ,0
0376-YMCJC,0
6100-FJZDG,0
4829-ZLJTK,0
1730-VFMWO,0
7143-BQIBA,0
3800-LYTRK,0
0634-SZPQA,1
9646-NMHXE,0
7030-NJVDP,0
5536-RTPWK,0
8883-GRDWQ,0
6166-ILMNY,1
3097-NNSPB,0
7771-ZONAT,1
0655-RBDUG,0
2111-DWYHN,0
4194-WHFCB,0
4121-AGSIN,0
4361-BKAXE,0
9845-PEEKO,1
0455-XFASS,1
0301-KOBTQ,0
1751-NCDLI,1
4367-NUYAO,1
9878-TNQGW,0
9170-ARBTB,0
4441-NIHPT,0
8999-BOHSE,0
7241-AJHFS,0
7029-RPUAV,1
4546-FOKWR,0
9036-CSKBW,0
5832-TRLPB,0
8590-YFFQO,0
8659-IOOPU,0
1338-CECEE,0
7439-DKZTW,0
4646-QZXTF,0
4607-CHPCA,1
9742-XOKTS,0
6921-OZMFH,1
9578-FOMUK,1
4712-UYOOI,1
8824-RWFXJ,0
7722-CVFXN,0
8717-VCTXJ,0
7363-QTBIW,0
4159-NAAIX,0
0971-QIFJK,0
9397-TZSHA,0
3391-JSQEW,0
0343-QLUZP,0
9763-PDTKK,0
2176-LVPNX,0
7627-JKIAZ,0
3312-UUMZW,0
1271-UODNO,0
8461-EFQYM,0
6900-RBKER,0
6891-JPYFF,1
1459-QNFQT,2
1047-NNCBF,0
3696-XRIEN,1
4081-DYXAV,0
0074-HDKDG,0
8791-GFXLZ,0
8111-SLLHI,1
0927-LCSMG,0
9330-DHBFL,0
0098-BOWSO,0
3452-ABWRL,0
5859-HZYLF,0
8257-RZAHR,0
5293-WXJAK,0
3156-QLHBO,0
2208-NQBCT,0
1779-PWPMG,0
6621-NRZAK,1
0831-JNISG,0
0774-IFUVM,0
3082-WQRVY,0
9553-DLCLU,0
1641-BYBTK,0
2460-NGXBJ,0
2446-ZKVAF,0
0841-NULXI,0
3522-CDKHF,0
1430-SFQSA,0
0411-EZJZE,1
7851-WZEKY,0
8844-TONUD,0
8807-ARQET,0
8992-CEUEN,0
4320-QMLLA,2
8777-PVYGU,0
8292-ITGYJ,0
6870-ZWMNX,0
0621-CXBKL,1
5268-DSMNQ,0
5334-JLAXU,0
4086-YQSNZ,0
6242-MBHPK,0
5868-CZJDR,0
9359-UGBTK,0
0135-NMXAP,0
4782-OSFXZ,0
6479-OAUSD,2
7129-ACFOG,0
4189-NAKJS,0
5562-BETPV,0
1282-IHQAC,0
9127-FHJBZ,0
6270-OMFIW,0
1641-RQDAY,0
0107-WESLM,0
6994-ORCWG,0
1346-UFHAX,0
3992-YWPKO,0
2933-XEUJM,0
0125-LZQXK,0
5461-QKNTN,0
4835-YSJMR,0
8399-YNDCH,0
3164-YAXFY,0
0887-WBJVH,0
4660-IRIBM,0
5673-FSSMF,0
7670-ZBPOQ,0
8089-UZWLX,0
0080-OROZO,0
3916-NRPAP,0
6807-SIWJI,0
8221-HVAYI,0
1579-KLYDT,0
5232-NXPAY,0
8967-SZQAS,0
4468-KAZHE,0
0455-ENTCR,2
8944-AILEF,0
5542-NKVRU,0
7126-RBHSD,0
5370-IIVVL,1
6789-HJBWG,0
3927-NLNRY,1
9087-EYCPR,0
6791-YBNAK,0
6358-LYNGM,1
6077-BDPXA,0
0013-MHZWF,0
5494-HECPR,0
8268-YDIXR,0
9824-BEMCV,0
1373-ORVIZ,1
4291-SHSBH,0
6980-IMXXE,0
9866-QEVEE,0
9897-KXHCM,0
0040-HALCW,0
0784-GTUUK,0
7979-CORPM,0
2294-DMMUS,1
0872-JCPIB,0
3055-MJDSB,1
9091-WTUUY,0
1618-CFHME,0
3165-HDOEW,1
6581-NQCBA,0
7115-IRDHS,0
8496-DMZUK,0
2040-VZIKE,0
9068-VPWQQ,0
0178-SZBHO,0
0384-RVBPI,0
1689-MRZQR,0
1299-AURJA,0
4525-VZCZG,0
1543-LLLFT,0
5835-BEQEU,0
2788-CJQAQ,1
5565-FILXA,0
0319-QZTCO,1
2120-SMPEX,0
0096-FCPUF,0
0668-OGMHD,0
5552-ZNFSJ,0
2223-KAGMX,1
6507-ZJSUR,1
9408-HRXRK,0
5593-SUAOO,0
7321-PKUYW,0
2833-SLKDQ,1
6766-HFKLA,0
7595-EUIVN,0
7617-EYGLW,0
2026-TGDHM,0
9220-ZNKJI,0
4030-VPZBD,0
2226-ICFDO,1
0723-VSOBE,0
5529-GIBVH,0
4187-CINZD,0
9992-UJOEL,0
4741-WWJQZ,0
6625-UTXEW,0
