user_id,churn_label
4580-TMHJU,True
0970-ETWGE,True
4908-XAXAY,False
8404-VLQFB,False
1626-ERCMM,True
0887-HJGAR,True
2391-IPLOP,False
5644-PDMZC,True
3509-GWQGF,False
9576-ANLXO,True
2024-BASKD,True
5845-BZZIB,False
1140-UKVZG,False
4160-AMJTL,True
5183-SNMJQ,False
8100-PNJMH,False
7838-LAZFO,False
4464-JCOLN,True
2085-JVGAD,False
5650-VDUDS,True
8095-WANWK,False
3030-ZKIWL,False
9565-FLVCG,False
8755-OGKNA,False
2800-VEQXM,False
7538-GWHML,True
5533-RJFTJ,False
3859-CVCET,True
0214-JHPFW,False
5642-MHDQT,False
3088-FVYWK,False
3276-HDUEG,True
9092-GDZKO,False
0823-HSCDJ,True
3729-OWRVL,False
2324-AALNO,False
0822-GAVAP,True
5760-IFJOZ,False
2826-UWHIS,False
1448-PWKYE,True
7501-IWUNG,False
4957-TREIR,False
7251-LJBQN,False
8040-MNRTF,False
1536-HBSWP,False
5313-FPXWG,False
0067-DKWBL,True
0946-FKYTX,False
5076-YVXCM,False
8262-COGGB,False
6663-JOCQO,False
9620-QJREV,False
2276-YDAVZ,True
2682-KEVRP,False
2480-JZOSN,False
0078-XZMHT,False
5896-NPFWW,True
9978-HYCIN,False
8338-QIUNR,False
1525-LNLOJ,False
9450-TRJUU,False
1766-GKNMI,False
6942-LBFDP,False
1456-TWCGB,False
7133-VBDCG,True
7596-ZYWBB,False
8329-UTMVM,False
3014-WJKSM,False
3347-YJZZE,False
1029-QFBEN,True
7929-DMBCV,False
9661-JALZV,False
5433-KYGHE,False
4312-KFRXN,False
5575-TPIZQ,False
0114-IGABW,False
9944-AEXBM,False
1853-ARAAQ,False
6952-OMNWB,False
4697-LUPSU,False
8434-VGEQQ,False
4952-YSOGZ,True
1589-AGTLK,True
5244-IRFIH,True
6549-YMFAW,False
4950-HKQTE,False
6786-OBWQR,False
2684-EIWEO,True
2753-JMMCV,False
6439-GTPCA,True
6621-YOBKI,False
1216-JWVUX,False
7564-GHCVB,False
1173-NOEYG,False
7595-EHCDL,False
6647-ZEDXT,False
2521-NPUZR,False
1307-TVUFB,False
7503-MIOGA,False
4381-MHQDC,False
6923-JHPMP,False
5138-WVKYJ,True
4018-PPNDW,False
1635-FJFCC,False
2499-AJYUA,False
6919-ELBGL,False
3966-HRMZA,False
6425-JWTDV,False
8405-IGQFX,False
8224-IVVPA,False
9477-LGWQI,False
1410-RSCMR,False
3115-CZMZD,False
0139-IVFJG,False
6683-VLCTZ,True
5730-DBDSI,False
0030-FNXPP,False
2189-WWOEW,True
5684-FJVYR,False
4013-GUXND,False
1894-IGFSG,True
7379-POKDZ,True
1266-NZYUI,False
7969-FFOWG,False
4718-DHSMV,False
5175-WLYXL,False
7817-OMJNA,False
8728-SKJLR,False
3137-NYQQI,False
7706-DZNKK,False
0236-HFWSV,True
3900-AQPHZ,True
5842-POCOP,True
2037-XJFUP,True
8823-RLPWL,False
9505-SQFSW,False
7314-OXENN,True
3758-CKOQL,False
0322-CHQRU,True
5676-CFLYY,False
7521-AFHAB,False
0285-INHLN,False
4678-DVQEO,True
5125-CNDSP,False
0691-IFBQW,True
4992-LTJNE,False
2202-OUTMO,False
0810-BDHAW,False
0229-LFJAF,False
7131-ZQZNK,False
3442-ZHHCC,False
5726-CVNYA,False
9871-ELEYA,False
4257-GAESD,False
5173-WXOQV,False
2040-OBMLJ,False
6286-ZHAOK,False
3807-XHCJH,False
3009-JWMPU,True
5671-RQRLP,False
1450-GALXR,True
8859-AXJZP,False
3174-AKMAS,False
3138-BKYAV,True
9926-PJHDQ,False
7382-DFJTU,False
2798-NYLMZ,False
4289-DTDKW,True
1820-TQVEV,True
2239-JALAW,True
4853-RULSV,True
8098-TDCBU,False
3551-GAEGL,False
4785-NKHCX,False
3196-NVXLZ,False
6275-YDUVO,True
0036-IHMOT,False
0115-TFERT,True
4178-EGMON,False
4220-TINQT,False
5318-YKDPV,False
7975-TZMLR,False
0295-QVKPB,False
4335-BSMJS,False
2311-QYMUQ,True
3643-AHCFP,True
9146-JRIOX,False
3104-OWCGK,True
5337-IIWKZ,False
9101-BWFSS,True
9650-VBUOG,False
3487-EARAT,False
2672-TGEFF,False
9231-ZJYAM,True
4250-WAROZ,False
8184-WMOFI,False
6982-SSHFK,True
6092-QZVPP,False
4625-LAMOB,False
0727-BMPLR,True
0392-BZIUW,False
1038-ZAGBI,True
6549-NNDYT,False
3027-ZTDHO,True
0422-OHQHQ,False
6916-HIJSE,False
2316-ESMLS,False
9778-OGKQZ,False
7408-OFWXJ,False
6007-TCTST,False
2252-NKNSI,False
8713-IGZSO,False
7905-TVXTA,False
7695-PKLCZ,False
2382-BCKQJ,True
8374-UULRV,False
2207-NHRJK,True
3224-DFQNQ,False
5275-PMFUT,False
4795-UXVCJ,False
9777-IQHWP,False
0947-MUGVO,True
9944-HKVVB,True
4124-MMETB,True
3671-SHRSP,True
0979-MOZQI,False
2732-ISEZX,False
3313-QKNKB,True
0323-XWWTN,False
1937-OTUKY,False
1573-LGXBA,False
1764-VUUMT,False
5073-WXOYN,True
4713-ZBURT,False
3050-GBUSH,False
0207-MDKNV,True
7876-AEHIG,False
7945-HLKEA,False
9342-VNIMQ,False
9851-KIELU,True
3523-BRGUW,False
3908-BLSYF,True
3199-NPKCN,False
5170-PTRKA,False
4661-NJEUX,False
2123-AGEEN,False
1258-YMZNM,False
0048-LUMLS,False
7549-MYGPK,True
5898-IGSLP,False
3804-RVTGV,True
6259-WJQLC,False
9227-LUNBG,True
7997-EASSD,False
0730-KOAVE,False
8975-SKGRX,False
0678-RLHVP,False
4315-MURBD,True
2267-FPIMA,False
1051-GEJLJ,False
9734-YWGEX,True
2719-BDAQO,True
5285-MVEHD,False
0379-DJQHR,False
0781-LKXBR,True
5543-QDCRY,False
0297-RBCSG,False
4694-PHWFW,False
0835-JKADZ,False
1907-UBQFC,True
7508-SMHXL,False
3865-YIOTT,False
5993-BQHEA,False
6024-RUGGH,False
6513-EECDB,True
3956-CJUST,False
4079-WWQQQ,False
6103-BOCOU,False
5149-TGWDZ,False
7471-WNSUF,False
8942-DBMHZ,False
4301-VVZKA,False
9199-PWQVC,False
4824-GUCBY,False
5393-HJZSM,False
7074-IEVOJ,True
9625-QSTYE,True
0862-PRCBS,False
8812-ZRHFP,False
5146-CBVOE,False
0454-OKRCT,False
5787-KXGIY,False
4750-ZRXIU,True
4198-VFOEA,False
6630-UJZMY,False
5709-LVOEQ,False
6400-BWQKW,True
2692-AQCPF,False
0347-UBKUZ,False
0835-DUUIQ,False
0811-GSDTP,False
7567-ECMCM,False
6115-ZTBFQ,False
6353-BRMMA,False
6680-WKXRZ,True
6231-WFGFH,False
9904-EHEVJ,False
7028-DVOIQ,True
6169-PPETC,False
4208-UFFGW,True
8584-KMVXD,False
8467-WYNSR,False
0851-DFJKB,False
5382-SOYZL,False
9448-REEVD,True
3261-CQXOL,False
8388-FYNPZ,False
4002-BQWPQ,False
5651-YLPRD,False
2826-DXLQO,False
4378-BZYFP,False
9489-UTFKA,False
4849-PYRLQ,False
9117-SHLZX,True
9889-TMAHG,True
4541-RMRLG,True
7764-BDPEE,False
3429-IFLEM,False
3158-MOERK,True
7294-TMAOP,True
5002-GCQFH,False
0556-FJEGU,False
8919-FYFQZ,True
0604-THJFP,False
2834-JRTUA,True
5875-YPQFJ,True
5879-SESNB,False
6646-QVXLR,True
6461-PPAXN,False
3318-ISQFQ,False
1106-HRLKZ,False
2483-XSSMZ,False
8603-IJWDN,True
8165-ZJRNM,False
9369-XFEHK,True
2604-XVDAM,False
3717-OFRTN,False
9046-JBFWA,False
3280-NMUVX,False
1206-EHBDD,False
8361-LBRDI,False
4883-KCPZJ,False
9108-EQPNQ,False
7277-KAMWT,False
3842-IYKUE,True
6641-XRPSU,True
1374-DMZUI,True
2545-LXYVJ,False
3234-VKACU,False
8357-EQXFO,True
1989-PRJHP,True
8120-JDCAM,False
8917-FAEMR,False
7047-YXDMZ,False
2858-EIMXH,False
9524-EGPJC,True
6993-OHLXR,True
8818-XYFCQ,True
6419-ZTTLE,False
0929-HYQEW,False
6614-YOLAC,False
7426-RHZGU,False
4065-JJAVA,False
4695-VADHF,True
3863-IUBJR,True
7649-SIJJF,False
9361-YNQWJ,False
3748-FVMZZ,False
9391-TTOYH,False
1452-XRSJV,False
3422-WJOYD,False
8242-SOQUO,False
7460-ITWWP,False
7147-AYBAA,False
7868-TMWMZ,False
4822-RVYBB,True
6732-FZUGP,False
8436-BJUMM,True
4184-TJFAN,True
8329-GWVPJ,False
1352-VHKAJ,False
4145-UQXUQ,True
2632-TACXW,False
8146-QQKZH,False
1767-CJKBA,False
6445-TNRXS,False
4581-LNWUM,False
4869-EPIUS,False
9948-YPTDG,True
1236-WFCDV,True
1915-OAKWD,False
7296-PIXQY,False
4883-QICIH,True
3354-OADJP,False
3524-WQDSG,False
0810-DHDBD,False
4026-SKKHW,False
2829-HYVZP,False
8329-IBCTI,True
1271-SJBGZ,True
3845-JHAMY,False
7013-PSXHK,False
5669-SRAIP,True
5981-ITEMU,True
3486-NPGST,False
6941-PMGEP,True
1624-WOIWJ,True
2074-GKOWZ,True
0376-YMCJC,True
6100-FJZDG,False
4829-ZLJTK,False
1730-VFMWO,False
7143-BQIBA,False
3800-LYTRK,False
0634-SZPQA,True
9646-NMHXE,False
7030-NJVDP,False
5536-RTPWK,True
8883-GRDWQ,False
6166-ILMNY,True
3097-NNSPB,True
7771-ZONAT,False
0655-RBDUG,True
2111-DWYHN,False
4194-WHFCB,False
4121-AGSIN,False
4361-BKAXE,True
9845-PEEKO,False
0455-XFASS,False
0301-KOBTQ,False
1751-NCDLI,False
4367-NUYAO,False
9878-TNQGW,True
9170-ARBTB,False
4441-NIHPT,True
8999-BOHSE,True
7241-AJHFS,False
7029-RPUAV,True
4546-FOKWR,False
9036-CSKBW,False
5832-TRLPB,False
8590-YFFQO,False
8659-IOOPU,False
1338-CECEE,False
7439-DKZTW,False
4646-QZXTF,False
4607-CHPCA,True
9742-XOKTS,False
6921-OZMFH,False
9578-FOMUK,False
4712-UYOOI,False
8824-RWFXJ,True
7722-CVFXN,False
8717-VCTXJ,False
7363-QTBIW,False
4159-NAAIX,False
0971-QIFJK,False
9397-TZSHA,False
3391-JSQEW,False
0343-QLUZP,False
9763-PDTKK,True
2176-LVPNX,False
7627-JKIAZ,True
3312-UUMZW,False
1271-UODNO,False
8461-EFQYM,False
6900-RBKER,False
6891-JPYFF,False
1459-QNFQT,False
1047-NNCBF,False
3696-XRIEN,False
4081-DYXAV,True
0074-HDKDG,False
8791-GFXLZ,False
8111-SLLHI,True
0927-LCSMG,True
9330-DHBFL,False
0098-BOWSO,False
3452-ABWRL,False
5859-HZYLF,False
8257-RZAHR,True
5293-WXJAK,True
3156-QLHBO,False
2208-NQBCT,False
1779-PWPMG,False
6621-NRZAK,False
0831-JNISG,False
0774-IFUVM,False
3082-WQRVY,False
9553-DLCLU,False
1641-BYBTK,False
2460-NGXBJ,False
2446-ZKVAF,False
0841-NULXI,True
3522-CDKHF,False
1430-SFQSA,False
0411-EZJZE,False
7851-WZEKY,True
8844-TONUD,True
8807-ARQET,False
8992-CEUEN,False
4320-QMLLA,False
8777-PVYGU,False
8292-ITGYJ,False
6870-ZWMNX,False
0621-CXBKL,False
5268-DSMNQ,False
5334-JLAXU,False
4086-YQSNZ,True
6242-MBHPK,False
5868-CZJDR,True
9359-UGBTK,False
0135-NMXAP,True
4782-OSFXZ,False
6479-OAUSD,False
7129-ACFOG,False
4189-NAKJS,False
5562-BETPV,False
1282-IHQAC,False
9127-FHJBZ,False
6270-OMFIW,True
1641-RQDAY,False
0107-WESLM,True
6994-ORCWG,False
1346-UFHAX,False
3992-YWPKO,True
2933-XEUJM,False
0125-LZQXK,True
5461-QKNTN,False
4835-YSJMR,False
8399-YNDCH,True
3164-YAXFY,False
0887-WBJVH,False
4660-IRIBM,False
5673-FSSMF,True
7670-ZBPOQ,False
8089-UZWLX,False
0080-OROZO,False
3916-NRPAP,False
6807-SIWJI,False
8221-HVAYI,False
1579-KLYDT,True
5232-NXPAY,False
8967-SZQAS,False
4468-KAZHE,False
0455-ENTCR,False
8944-AILEF,False
5542-NKVRU,False
7126-RBHSD,False
5370-IIVVL,False
6789-HJBWG,False
3927-NLNRY,True
9087-EYCPR,False
6791-YBNAK,False
6358-LYNGM,True
6077-BDPXA,False
0013-MHZWF,False
5494-HECPR,True
8268-YDIXR,False
9824-BEMCV,True
1373-ORVIZ,True
4291-SHSBH,False
6980-IMXXE,False
9866-QEVEE,True
9897-KXHCM,True
0040-HALCW,False
0784-GTUUK,False
7979-CORPM,True
2294-DMMUS,False
0872-JCPIB,False
3055-MJDSB,False
9091-WTUUY,False
1618-CFHME,True
3165-HDOEW,True
6581-NQCBA,True
7115-IRDHS,False
8496-DMZUK,False
2040-VZIKE,False
9068-VPWQQ,False
0178-SZBHO,False
0384-RVBPI,False
1689-MRZQR,True
1299-AURJA,False
4525-VZCZG,False
1543-LLLFT,False
5835-BEQEU,True
2788-CJQAQ,False
5565-FILXA,True
0319-QZTCO,False
2120-SMPEX,False
0096-FCPUF,False
0668-OGMHD,False
5552-ZNFSJ,True
2223-KAGMX,True
6507-ZJSUR,False
9408-HRXRK,False
5593-SUAOO,False
7321-PKUYW,True
2833-SLKDQ,True
6766-HFKLA,False
7595-EUIVN,True
7617-EYGLW,False
2026-TGDHM,True
9220-ZNKJI,False
4030-VPZBD,True
2226-ICFDO,False
0723-VSOBE,False
5529-GIBVH,False
4187-CINZD,True
9992-UJOEL,False
4741-WWJQZ,False
6625-UTXEW,False
