user_id,watch_hours_30d,avg_session_mins_7d,unique_devices_30d,skips_7d,rebuffer_events_7d
2673-CXQEU,40.02201950285378,29.14104464084511,2,2,2
6416-JNVRK,26.71143289888901,29.14104464084511,2,6,5
5590-ZSKRV,26.354620529500203,29.14104464084511,1,5,1
0191-ZHSKZ,29.961522997410373,29.14104464084511,2,5,2
3887-PBQAO,31.5026470022808,29.14104464084511,1,4,0
5919-TMRGD,29.76237528713566,29.14104464084511,3,5,0
8108-UXRQN,26.064098058176352,29.14104464084511,1,6,1
9191-MYQKX,33.03544533642633,29.14104464084511,1,3,2
9919-YLNNG,34.96614777456772,29.14104464084511,2,6,1
0318-ZOPWS,22.036078860171386,29.14104464084511,1,4,1
4445-ZJNMU,29.324664284244715,29.14104464084511,2,2,1
4808-YNLEU,29.264892659807256,29.14104464084511,3,8,3
1862-QRWPE,20.879593885127903,29.14104464084511,2,3,1
2796-NNUFI,28.823138880951113,29.14104464084511,3,7,3
3016-KSVCP,28.327942513505818,29.14104464084511,2,4,2
4767-HZZHQ,32.18678193495034,29.14104464084511,2,8,4
2424-WVHPL,34.54690511633672,29.14104464084511,3,7,0
7233-PAHHL,30.900652241434255,29.14104464084511,2,6,2
6067-NGCEU,41.91813179213473,29.14104464084511,3,4,2
9848-JQJTX,35.10800219664186,29.14104464084511,3,8,2
8637-XJIVR,34.75941177090207,29.14104464084511,2,5,1
9803-FTJCG,23.573033773382562,29.14104464084511,1,5,1
0278-YXOOG,24.89090024439215,29.14104464084511,2,6,1
3212-KXOCR,14.70897941316729,29.14104464084511,1,4,2
4598-XLKNJ,24.598355275300335,29.14104464084511,1,6,0
6380-ARCEH,21.507615611442816,29.14104464084511,1,7,1
3679-XASPY,18.417861962007024,29.14104464084511,2,5,1
7123-WQUHX,35.070263978561115,29.14104464084511,1,6,1
5386-THSLQ,38.056283132430245,29.14104464084511,1,5,4
3192-NQECA,32.34138409293959,29.14104464084511,1,3,2
6180-YBIQI,20.52528206778047,29.14104464084511,1,7,4
6728-DKUCO,36.6495197303235,29.14104464084511,3,5,1
9750-BOOHV,26.98756645706178,29.14104464084511,2,10,1
8597-CWYHH,33.27046967047121,29.14104464084511,2,6,0
2848-YXSMW,21.880348348733918,29.14104464084511,1,5,2
0486-HECZI,38.02481477560272,29.14104464084511,2,4,4
4549-ZDQYY,31.292038185169496,29.14104464084511,3,6,5
5712-AHQNN,28.579120839631557,29.14104464084511,1,5,1
4846-WHAFZ,31.07909340692079,29.14104464084511,3,2,0
5256-SKJGO,28.366434243307367,29.14104464084511,2,4,4
3071-VBYPO,28.205076889754448,29.14104464084511,2,1,1
9560-BBZXK,25.956695503371815,29.14104464084511,3,5,4
5299-RULOA,30.74771761411728,29.14104464084511,3,2,2
8402-OOOHJ,27.957833539585213,29.14104464084511,2,7,0
9445-ZUEQE,33.74372956302536,29.14104464084511,1,5,3
1091-SOZGA,35.41653242884525,29.14104464084511,3,5,0
2928-HLDBA,20.149858235718632,29.14104464084511,1,4,2
0404-SWRVG,30.56695088061153,29.14104464084511,3,2,3
6497-TILVL,17.616268535464727,29.14104464084511,2,4,2
7219-TLZHO,17.470462647384707,29.14104464084511,1,2,0
4622-YNKIJ,35.15669899594377,29.14104464084511,3,2,1
4412-YLTKF,21.064664790889275,29.14104464084511,1,12,1
6734-PSBAW,27.765542607405816,29.14104464084511,1,4,3
3930-ZGWVE,14.232017623130455,29.14104464084511,1,6,1
2639-UGMAZ,32.25119251332134,29.14104464084511,2,4,1
2876-GZYZC,28.66501483560338,29.14104464084511,3,7,0
6207-WIOLX,32.6849554217123,29.14104464084511,3,3,4
8587-XYZSF,28.237256037924,29.14104464084511,3,5,1
3091-FYHKI,17.633325298542555,29.14104464084511,1,5,1
2372-HWUHI,32.89824374779227,29.14104464084511,2,5,5
7799-LGRDP,31.06353577761306,29.14104464084511,3,5,1
7850-VWJUU,30.920975469998965,29.14104464084511,3,5,3
3774-VBNXY,21.6604186391384,29.14104464084511,3,3,4
6217-KDYWC,22.140665170146818,29.14104464084511,3,8,2
0390-DCFDQ,25.691738386106273,29.14104464084511,2,10,2
3146-MSEGF,38.70043379878459,29.14104464084511,2,2,3
4080-OGPJL,27.958040341349065,29.14104464084511,2,4,2
1095-WGNGG,34.90154793654162,29.14104464084511,1,4,2
2636-SJDOU,28.67851798398478,29.14104464084511,3,6,3
1131-QQZEB,20.462134501399014,29.14104464084511,3,4,2
5716-EZXZN,28.46887424174415,29.14104464084511,2,3,2
6837-BJYDQ,29.225346568571965,29.14104464084511,2,6,1
2135-RXIHG,26.077062133969935,29.14104464084511,2,5,4
6440-DKQGE,34.50460809364404,29.14104464084511,1,2,3
3466-BYAVD,30.491622984566295,29.14104464084511,2,5,5
3780-YVMFA,26.810482361485526,29.14104464084511,3,1,4
3874-EQOEP,32.61657369998874,29.14104464084511,1,3,0
1679-JRFBR,33.4213447474855,29.14104464084511,3,7,1
9073-ZZIAY,32.954795495924564,29.14104464084511,3,3,3
3077-RSNTJ,21.07866580161522,29.14104464084511,1,6,2
6551-GNYDG,30.635391420291008,29.14104464084511,1,1,1
9167-APMXZ,25.729626579320435,29.14104464084511,3,3,2
2749-CTKAJ,18.988270361894397,29.14104464084511,3,4,1
6371-NZYEG,37.90778774400215,29.14104464084511,2,6,4
7554-NEWDD,20.498833918741415,29.14104464084511,3,5,2
8992-VONJD,23.129531061882535,29.14104464084511,3,4,1
0867-MKZVY,34.04663166287516,29.14104464084511,3,7,0
4482-EWFMI,37.49136099778266,29.14104464084511,3,8,5
4648-YPBTM,23.81487848759396,29.14104464084511,3,6,3
2907-ILJBN,22.047390758743646,29.14104464084511,1,8,1
6345-FZOQH,19.82473723032546,29.14104464084511,2,3,1
3376-BMGFE,21.829902628362984,29.14104464084511,1,3,4
5997-OPVFA,37.03213354629196,29.14104464084511,1,3,2
3445-HXXGF,26.677780407225775,29.14104464084511,1,6,3
1159-WFSGR,23.417209221463025,29.14104464084511,2,8,2
7654-YWJUF,28.875942637772056,29.14104464084511,3,6,2
1875-QIVME,37.93392081498458,29.14104464084511,3,4,3
6727-IOTLZ,29.5960132525634,29.14104464084511,1,4,6
0691-JVSYA,33.5129839575162,29.14104464084511,1,2,0
5918-VUKWP,17.541196039092434,29.14104464084511,1,1,2
1744-JHKYS,17.624486198959023,29.14104464084511,3,4,2
2656-FMOKZ,37.84515927650011,29.14104464084511,2,7,1
2070-FNEXE,28.931976477307625,29.14104464084511,1,8,2
5947-SGKCL,37.260901781779005,29.14104464084511,1,7,1
3712-PKXZA,22.91354782616314,29.14104464084511,2,5,1
6317-YPKDH,22.28677398618908,29.14104464084511,2,5,4
6582-OIVSP,24.255195148313902,29.14104464084511,1,4,5
9367-WXLCH,35.825412957227925,29.14104464084511,1,4,4
5524-KHNJP,29.70316197733045,29.14104464084511,1,5,5
1918-ZBFQJ,31.13028175914354,29.14104464084511,3,8,1
1024-GUALD,23.831107785972396,29.14104464084511,3,3,3
4827-USJHP,33.652541601260005,29.14104464084511,3,5,3
8167-GJLRN,27.96255487316569,29.14104464084511,3,6,1
0956-SYCWG,24.860501338639963,29.14104464084511,1,4,4
8017-UVSZU,25.672143033233795,29.14104464084511,1,1,2
7100-FQPRV,23.875156399967672,29.14104464084511,1,6,2
2472-OVKUP,38.39764965867651,29.14104464084511,3,11,1
2984-RGEYA,27.79473567110438,29.14104464084511,3,3,3
9680-NIAUV,35.751458004383295,29.14104464084511,3,3,5
2146-EGVDT,25.60441920801759,29.14104464084511,1,6,3
2604-IJPDU,38.38971526942703,29.14104464084511,3,6,3
9178-JHUVJ,27.770922263324913,29.14104464084511,1,7,1
6168-YBYNP,41.30941736623235,29.14104464084511,3,5,1
7255-SSFBC,34.55941174669434,29.14104464084511,1,4,1
3645-DEYGF,30.687364913323588,29.14104464084511,1,5,0
9323-HGFWY,29.052034708571455,29.14104464084511,1,5,5
8544-GOQSH,36.31611538496824,29.14104464084511,3,7,4
3363-DTIVD,38.30216039515379,29.14104464084511,3,4,1
7018-WBJNK,36.11309556762251,29.14104464084511,2,5,3
9142-KZXOP,39.722541535483685,29.14104464084511,1,3,4
7674-YTAFD,39.414727366893246,29.14104464084511,3,7,1
6348-SNFUS,22.591615464053376,29.14104464084511,1,5,2
1285-OKIPP,23.541642098660716,29.14104464084511,3,6,1
7825-ECJRF,40.07444529526898,29.14104464084511,2,5,1
1347-KTTTA,30.292437920620387,29.14104464084511,1,6,1
7841-TZDMQ,26.837973056762433,29.14104464084511,2,4,6
4195-NZGTA,27.98613738502597,29.14104464084511,3,10,4
7157-SMCFK,14.743513244072068,29.14104464084511,1,4,2
4709-LKHYG,12.450097728452606,29.14104464084511,3,5,3
2504-DSHIH,34.31649510168613,29.14104464084511,3,6,1
0699-NDKJM,29.034429448066486,29.14104464084511,1,7,2
9286-BHDQG,25.558484643090388,29.14104464084511,2,6,3
0230-WEQUW,28.682673818851093,29.14104464084511,1,6,1
2040-LDIWQ,28.327421963163605,29.14104464084511,1,5,2
6496-JDSSB,24.432527963639465,29.14104464084511,1,6,2
9408-SSNVZ,29.689225745598392,29.14104464084511,2,4,0
4443-EMBNA,18.85395654475304,29.14104464084511,3,6,1
6469-MRVET,14.812593387944467,29.14104464084511,1,7,2
0742-MOABM,30.035905356966385,29.14104464084511,1,4,4
5961-VUSRV,22.59550685788912,29.14104464084511,2,7,1
6778-JFCMK,29.62264268316407,29.14104464084511,1,7,1
6341-JVQGF,27.226025292870315,29.14104464084511,1,7,4
2232-DMLXU,24.989706040816714,29.14104464084511,3,7,3
4811-JBUVU,28.48978486389917,29.14104464084511,1,11,1
0945-TSONX,28.361790664709762,29.14104464084511,1,3,2
2651-ZCBXV,37.177039588747014,29.14104464084511,3,3,1
3316-UWXUY,30.11012691832527,29.14104464084511,1,4,1
8937-RDTHP,34.47033144410137,29.14104464084511,2,3,1
7083-MIOPC,24.736279627091083,29.14104464084511,1,7,2
1984-GPTEH,33.898304934400514,29.14104464084511,1,7,5
1251-KRREG,21.196054770665953,29.14104464084511,1,5,1
0621-JFHOL,28.879511889175227,29.14104464084511,2,7,1
9903-LYSAB,30.52506019055791,29.14104464084511,2,3,5
0094-OIFMO,34.179851349345014,29.14104464084511,2,7,1
9227-UAQFT,15.713180890466944,29.14104464084511,1,6,3
7301-ABVAD,30.689030936376724,29.14104464084511,1,6,3
6614-FHDBO,40.09598631721977,29.14104464084511,3,4,4
7576-ASEJU,30.792608139913472,29.14104464084511,3,6,2
9058-HRZSV,34.56527185205633,29.14104464084511,1,3,1
4522-AKYLR,26.766416596997292,29.14104464084511,3,3,3
0221-WMXNQ,37.07534873493143,29.14104464084511,1,5,3
0303-UNCIP,29.642637164782528,29.14104464084511,2,5,3
9947-OTFQU,20.157921637589688,29.14104464084511,1,4,2
0322-YINQP,23.822137247627545,29.14104464084511,2,5,1
0959-WHOKV,25.006016964598786,29.14104464084511,3,7,3
4075-JFPGR,17.767807922517306,29.14104464084511,1,10,2
4629-NRXKX,27.909423251138442,29.14104464084511,3,6,2
9514-JDSKI,32.69779925051362,29.14104464084511,3,4,5
3282-ZISZV,32.79059953065296,29.14104464084511,1,8,3
3675-YDUPJ,17.114771462975103,29.14104464084511,1,3,3
4111-BNXIF,24.229000658987886,29.14104464084511,1,4,3
7017-VFHAY,42.918066151250045,29.14104464084511,2,2,4
6655-LHBYW,37.94063311699233,29.14104464084511,1,2,2
4959-JOSRX,26.929996207810287,29.14104464084511,1,8,4
5046-NUHWD,26.482691055809713,29.14104464084511,3,6,4
7273-TEFQD,26.36450130777673,29.14104464084511,3,12,2
3606-TWKGI,40.06202823471899,29.14104464084511,3,3,1
7529-ZDFXI,36.24033648678038,29.14104464084511,3,2,0
7605-BDWDC,28.55602350012247,29.14104464084511,2,6,2
1950-KSVVJ,31.780658212049943,29.14104464084511,2,1,2
0123-CRBRT,35.77054382454863,29.14104464084511,2,1,1
6292-TOSSS,20.31376461003753,29.14104464084511,2,5,0
3197-ARFOY,41.2192283795024,29.14104464084511,2,7,2
6323-AYBRX,16.54724589137936,29.14104464084511,1,6,2
7014-ZZXAW,22.949395118622057,29.14104464084511,2,4,1
4385-GZQXV,34.130708568543646,29.14104464084511,1,6,1
7633-MVPUY,22.339272246779316,29.14104464084511,1,1,2
6366-ZGQGL,32.32985821928239,29.14104464084511,2,4,3
4716-HHKQH,43.35953383629776,29.14104464084511,3,4,1
5940-AHUHD,28.27208119195458,29.14104464084511,2,3,3
6432-TWQLB,36.66860582782262,29.14104464084511,3,5,1
4484-GLZOU,37.65088034835106,29.14104464084511,3,6,0
3179-GBRWV,16.674702683273708,29.14104464084511,3,3,4
8645-KWHJO,29.50199008138795,29.14104464084511,1,6,3
4130-MZLCC,27.275779600833758,29.14104464084511,1,5,3
0314-TKOSI,28.68858676737265,29.14104464084511,2,6,2
8229-MYEJZ,22.295625400864107,29.14104464084511,1,5,4
2080-SRCDE,22.463264768897975,29.14104464084511,3,4,1
9577-WJVCQ,27.276206183088515,29.14104464084511,3,4,2
9512-UIBFX,40.21297108606159,29.14104464084511,3,6,0
6202-DYYFX,33.07213530195507,29.14104464084511,3,4,2
3808-HFKDE,26.62472484898668,29.14104464084511,3,3,2
5583-SXDAG,38.1448499895547,29.14104464084511,3,2,2
3488-PGMQJ,28.39876035118176,29.14104464084511,2,7,2
3580-REOAC,24.780348475623075,29.14104464084511,3,6,5
7534-BFESC,22.3312249433047,29.14104464084511,1,6,1
3727-OWVYD,37.02552923141806,29.14104464084511,2,9,3
2294-SALNE,37.84166184097214,29.14104464084511,2,8,3
4847-TAJYI,37.98674022255854,29.14104464084511,3,3,3
1563-IWQEX,26.299492232234684,29.14104464084511,3,5,3
8203-XJZRC,23.58824293831826,29.14104464084511,3,8,4
6556-DBKZF,32.48494469591164,29.14104464084511,1,4,2
6851-WEFYX,33.85996704866346,29.14104464084511,2,5,3
2985-JUUBZ,30.164497871385265,29.14104464084511,2,8,2
6390-DSAZX,31.31151805856847,29.14104464084511,3,3,4
0895-LMRSF,37.29414755781889,29.14104464084511,1,7,2
8098-LLAZX,37.0959395090404,29.14104464084511,1,6,2
8266-VBFQL,33.267699371205694,29.14104464084511,1,2,0
8181-YHCMF,26.14803974778302,29.14104464084511,2,3,1
2240-HSJQD,29.1025075629417,29.14104464084511,1,5,2
1248-DYXUB,31.733525055862447,29.14104464084511,3,4,5
0265-EDXBD,33.76843652113552,29.14104464084511,2,6,0
4115-BNPJY,31.670252791553274,29.14104464084511,2,4,2
3167-SNQPL,33.441590789236386,29.14104464084511,2,4,6
4091-TVOCN,26.26723294149736,29.14104464084511,2,3,3
1098-TDVUQ,22.55319221265052,29.14104464084511,1,4,0
7277-OZCGZ,37.725790172351005,29.14104464084511,2,8,2
1557-EMYVT,35.29481376581255,29.14104464084511,1,5,0
2799-ARNLO,29.266287084997195,29.14104464084511,3,4,4
7563-BIUPC,30.984828242805104,29.14104464084511,3,5,1
5027-YOCXN,37.055471839990844,29.14104464084511,1,5,3
3973-SKMLN,15.019945606271953,29.14104464084511,1,5,1
2321-OMBXY,30.868008240174547,29.14104464084511,3,9,3
2840-XANRC,29.70052240922964,29.14104464084511,2,6,2
6745-JEFZB,38.147925162813024,29.14104464084511,2,5,4
5020-ZSTTY,28.5145066171757,29.14104464084511,3,3,3
9880-TDQAC,31.885233736503476,29.14104464084511,1,6,1
8705-WZCYL,34.3421872636338,29.14104464084511,3,5,2
7102-JJVTX,25.72201869359187,29.14104464084511,1,7,3
8626-PTQGE,25.99961873938267,29.14104464084511,3,6,2
4983-CLMLV,36.362161295630465,29.14104464084511,2,2,3
5701-YVSVF,32.424854861954856,29.14104464084511,1,3,3
5804-LEPIM,25.58441826330144,29.14104464084511,1,10,0
5697-GOMBF,27.689597078566894,29.14104464084511,3,4,4
2739-CACDQ,42.47508026737704,29.14104464084511,2,4,3
9385-EHGDO,21.68694002367138,29.14104464084511,2,8,0
9498-FIMXL,21.865619019676682,29.14104464084511,2,7,0
2379-GYFLQ,29.01033988215457,29.14104464084511,3,6,1
0122-OAHPZ,32.67294225843274,29.14104464084511,2,5,4
2868-SNELZ,25.855118876461855,29.14104464084511,1,7,1
4322-RCYMT,25.83534487824258,29.14104464084511,3,4,1
6680-NENYN,42.08833635921894,29.14104464084511,1,3,2
2088-IEBAU,28.695234703026777,29.14104464084511,1,6,2
7982-VCELR,39.62678784665669,29.14104464084511,3,6,7
1343-EHPYB,43.13179001891403,29.14104464084511,2,4,1
6035-BXTTY,29.494132287383714,29.14104464084511,3,4,3
6885-PKOAM,35.629457014254115,29.14104464084511,2,7,4
7520-HQWJU,39.87875471843389,29.14104464084511,3,5,1
9639-BUJXT,22.091357989671415,29.14104464084511,1,10,2
5924-SNGKP,20.072471015291924,29.14104464084511,3,10,1
0021-IKXGC,24.048844676085288,29.14104464084511,2,6,4
2034-GDRCN,33.76853540173173,29.14104464084511,3,5,2
8966-SNIZF,30.313221054591533,29.14104464084511,3,5,1
6243-OZGFH,31.540476907004326,29.14104464084511,2,2,5
4654-DLAMQ,29.83954379291021,29.14104464084511,1,6,0
0513-RBGPE,25.14312308083702,29.14104464084511,2,7,6
5160-UXJED,24.169143853295182,29.14104464084511,3,4,4
4115-NZRKS,34.83384041247671,29.14104464084511,3,6,0
0219-YTZUE,31.69344286448158,29.14104464084511,1,4,0
0623-IIHUG,27.357269727215407,29.14104464084511,2,3,3
4572-DVCGN,33.52119689022724,29.14104464084511,2,6,2
3351-NGXYI,26.621132066607764,29.14104464084511,3,7,3
8984-EYLLL,35.58663029198528,29.14104464084511,2,7,4
9057-MSWCO,25.64546188608017,29.14104464084511,1,3,1
9833-TGFHX,34.145151482334114,29.14104464084511,1,9,1
9294-TDIPC,25.547604324970255,29.14104464084511,3,5,1
5229-DTFYB,44.174378866640026,29.14104464084511,3,4,0
0104-PPXDV,30.504861423854152,29.14104464084511,3,3,2
5176-LMJXE,23.36155273204276,29.14104464084511,2,9,4
3583-KRKMD,22.954406883190423,29.14104464084511,1,8,1
1010-DIAUQ,36.41478543007601,29.14104464084511,1,5,4
9069-LGEUL,19.25910794116396,29.14104464084511,1,7,1
7302-ZHMHP,15.827329569219389,29.14104464084511,1,7,2
9571-EDEBV,39.07069626234382,29.14104464084511,2,5,2
3520-FJGCV,40.42117530068332,29.14104464084511,3,7,4
6563-VRERX,22.340305008255577,29.14104464084511,1,6,2
0259-GBZSH,24.29744446923892,29.14104464084511,3,5,1
6122-EFVKN,23.505757415545748,29.14104464084511,2,4,3
2805-EDJPQ,31.568808408919878,29.14104464084511,2,9,5
6862-CQUMB,37.59920373065105,29.14104464084511,3,2,2
7156-MXBJE,44.05365266213766,29.14104464084511,1,2,4
6158-HDPXZ,24.88715243977328,29.14104464084511,3,6,4
9601-BRXPO,31.845944359839415,29.14104464084511,3,4,2
2863-IMQDR,27.594742348483898,29.14104464084511,1,9,4
5686-CMAWK,32.73202859615864,29.14104464084511,1,4,4
5651-CRHKQ,32.04603403243206,29.14104464084511,1,1,1
6905-NIQIN,21.839904202362643,29.14104464084511,3,6,4
8204-YJCLA,30.30177617846092,29.14104464084511,1,7,3
5167-ZFFMM,27.872932393445687,29.14104464084511,1,5,1
6583-SZVGP,41.775536358646505,29.14104464084511,3,4,0
4895-TMWIR,28.305753028940778,29.14104464084511,1,6,3
0533-BNWKF,38.24125632648211,29.14104464084511,2,3,3
1708-PBBOA,25.842247646957357,29.14104464084511,2,4,5
8782-LKFPK,36.13260281659045,29.14104464084511,2,4,0
5522-JBWMO,25.939652473903216,29.14104464084511,2,6,6
3597-MVHJT,32.39593969298759,29.14104464084511,2,6,1
9774-NRNAU,31.024271714289668,29.14104464084511,1,6,6
0224-RLWWD,20.146423634829247,29.14104464084511,2,7,3
9967-ATRFS,15.765681520524392,29.14104464084511,1,5,1
3951-NJCVI,38.229073954380226,29.14104464084511,3,3,1
2977-CEBSX,32.5513229804024,29.14104464084511,3,4,5
0177-PXBAT,37.56712425563811,29.14104464084511,2,4,1
6599-CEBNN,36.1010519422706,29.14104464084511,3,6,4
2519-ERQOJ,19.524337524919627,29.14104464084511,1,5,2
5876-QMYLD,19.08684963092053,29.14104464084511,1,7,1
2277-AXSDC,23.83917421732535,29.14104464084511,3,2,1
9442-JTWDL,24.967973933327865,29.14104464084511,3,8,1
0979-PHULV,33.03212774799452,29.14104464084511,3,6,5
3067-SVMTC,33.53089616348924,29.14104464084511,2,2,3
5495-GPSRW,24.006974694148184,29.14104464084511,3,6,1
7606-BPHHN,16.9030893058607,29.14104464084511,3,3,1
4742-DRORA,29.656181120046774,29.14104464084511,1,4,2
0111-KLBQG,38.11985530247311,29.14104464084511,1,7,4
4800-VHZKI,25.304157282280297,29.14104464084511,1,3,3
7989-CHGTL,13.444693804966995,29.14104464084511,1,7,2
0334-GDDSO,38.94106151931204,29.14104464084511,1,6,2
4163-NCJAK,26.65763515546944,29.14104464084511,3,4,1
5233-AOZUF,37.95921493848249,29.14104464084511,3,3,0
5973-EJGDP,31.18399559462458,29.14104464084511,2,2,3
1996-DBMUS,29.11896889333837,29.14104464084511,1,3,1
7916-VCCPB,25.3552145762434,29.14104464084511,1,4,1
4686-GEFRM,47.48964785065944,29.14104464084511,2,8,2
5249-QYHEX,22.842728872964255,29.14104464084511,2,5,1
0578-SKVMF,40.43266596040972,29.14104464084511,2,6,2
5564-NEMQO,28.058537743063603,29.14104464084511,2,4,1
2233-FAGXV,24.464205961665503,29.14104464084511,3,5,1
5605-IYGFG,22.1207375671496,29.14104464084511,1,6,0
7663-ZTEGJ,33.16816425616615,29.14104464084511,3,7,3
3935-TBRZZ,28.77377454200014,29.14104464084511,3,6,0
8111-BKVDS,19.84628092212752,29.14104464084511,3,4,4
2055-SIFSS,33.10863772467306,29.14104464084511,3,3,2
2806-MLNTI,37.45118907924231,29.14104464084511,1,4,2
8734-DKSTZ,27.67274537507872,29.14104464084511,3,4,3
4360-PNRQB,28.83201364287163,29.14104464084511,3,7,2
6152-ONASV,26.44217161647293,29.14104464084511,2,6,3
9063-ZGTUY,22.662403310287488,29.14104464084511,3,3,1
7781-HVGMK,27.09928017028454,29.14104464084511,1,1,2
2181-UAESM,23.881060495977316,29.14104464084511,3,5,1
2957-LOLHO,25.287061487425913,29.14104464084511,3,4,2
6048-NJXHX,17.828051306954755,29.14104464084511,2,6,2
2320-SLKMB,20.219867136784615,29.14104464084511,1,4,3
4980-URKXC,22.88661758746321,29.14104464084511,2,9,3
4376-KFVRS,41.52187112777284,29.14104464084511,1,4,3
5886-VLQVU,25.830641474413174,29.14104464084511,2,7,2
3577-AMVUX,28.275040757319804,29.14104464084511,2,8,2
0771-WLCLA,33.69271902599352,29.14104464084511,2,7,4
5628-RKIFK,30.346772814326552,29.14104464084511,1,6,2
0206-TBWLC,41.4646882635731,29.14104464084511,2,6,0
2937-FTHUR,27.129151554546667,29.14104464084511,1,4,4
1910-FMXJM,39.5515084153244,29.14104464084511,2,4,4
7752-XUSCI,31.985803179268032,29.14104464084511,2,2,5
4110-PFEUZ,32.36500996812916,29.14104464084511,2,1,3
